ticker,company,exchange,country_iso,headline,kind,publisher,issued_at,url,captured_at
RWE.DE,RWE,XETRA,DEU,How The RWE (XTRA:RWE) Story Is Shifting With Fresh Targets And A New Fair Value,ev_tech,Simply Wall St.,2026-04-17T11:07:09Z,https://finance.yahoo.com/markets/stocks/articles/rwe-xtra-rwe-story-shifting-110709562.html,2026-04-27T06:30:09+00:00
BAYN.DE,Bayer,XETRA,DEU,Bayer’s Health Equity Moves And What They Mean For Investors,other,Simply Wall St.,2026-04-17T11:05:01Z,https://finance.yahoo.com/sectors/healthcare/articles/bayer-health-equity-moves-mean-110501558.html,2026-04-27T06:30:09+00:00
RWE.DE,RWE,XETRA,DEU,Are Utilities Stocks Lagging  Lumen Technologies (LUMN) This Year?,other,Zacks,2026-04-16T13:40:04Z,https://finance.yahoo.com/markets/stocks/articles/utilities-stocks-lagging-lumen-technologies-134004107.html,2026-04-27T06:30:09+00:00
DB1.DE,Deutsche Boerse,XETRA,DEU,"Crypto Weekly: Circle eyes yuan-backed stablecoin, WLF's proposal",other,Reuters Videos,2026-04-16T13:19:43Z,https://finance.yahoo.com/video/crypto-weekly-circle-eyes-yuan-131943924.html,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,Assessing Whether Henkel (XTRA:HEN3) Looks Undervalued After Recent Share Price Pressure,other,Simply Wall St.,2026-04-15T22:05:58Z,https://finance.yahoo.com/markets/stocks/articles/assessing-whether-henkel-xtra-hen3-220558976.html,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,Henkel announces 2030 sustainability targets,ev_tech,Packaging Dive,2026-04-15T12:00:00Z,https://www.packagingdive.com/news/henkel-sustainability-targets-2030/817525/,2026-04-27T06:30:09+00:00
ALV.DE,Allianz,XETRA,DEU,AIZ Stock Outperforms Industry: Time to Hold or Buy?,ev_tech,Zacks,2026-04-14T16:10:00Z,https://finance.yahoo.com/markets/stocks/articles/aiz-stock-outperforms-industry-time-161000837.html,2026-04-27T06:30:09+00:00
BAS.DE,BASF,XETRA,DEU,"D-Wave CEO on quantum computing's ChatGPT moment, Nvidia, & more",other,Yahoo Finance Video,2026-04-14T15:23:50Z,https://finance.yahoo.com/video/d-wave-ceo-on-quantum-computings-chatgpt-moment-nvidia--more-152350565.html,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,Gerolsteiner hires Henkel exec as new CEO,other,Just Drinks,2026-04-14T13:18:09Z,https://www.just-drinks.com/news/gerolsteiner-hires-henkel-exec-as-new-ceo/,2026-04-27T06:30:09+00:00
DB1.DE,Deutsche Boerse,XETRA,DEU,Deutsche Boerse buys $200 million stake in crypto giant Kraken,other,Reuters,2026-04-14T10:31:18Z,https://finance.yahoo.com/markets/crypto/articles/deutsche-boerse-acquires-200-million-103118318.html,2026-04-27T06:30:09+00:00
ENR.DE,Siemens Energy,XETRA,DEU,Europe's Blue-Chip Indexes Slide on Oil Surge,ev_tech,Barrons.com,2026-04-13T08:24:17Z,https://www.barrons.com/livecoverage/stock-market-news-today-041326/card/europe-s-blue-chip-indexes-slide-on-oil-surge-JawkbvpMIlPTQ14OFlka?siteid=yhoof2&yptr=yahoo,2026-04-27T06:30:09+00:00
ENR.DE,Siemens Energy,XETRA,DEU,UBS Cautious on Fermi (FRMI) Outlook As It Awaits First Tenant Lease,ev_tech,Insider Monkey,2026-04-12T21:44:31Z,https://finance.yahoo.com/markets/stocks/articles/ubs-cautious-fermi-frmi-outlook-214431530.html,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,Here’s Why ​Olaplex Holdings (OLPX) Is the Best Rising Penny Stock to Buy Now,other,Insider Monkey,2026-04-12T18:30:23Z,https://finance.yahoo.com/markets/stocks/articles/why-olaplex-holdings-olpx-best-183023774.html,2026-04-27T06:30:09+00:00
BAYN.DE,Bayer,XETRA,DEU,Nelson Ambrogio To Lead Bayer U.S. Pharma And Execution Focus,other,Simply Wall St.,2026-04-12T14:06:15Z,https://finance.yahoo.com/sectors/healthcare/articles/nelson-ambrogio-lead-bayer-u-140615162.html,2026-04-27T06:30:09+00:00
ENR.DE,Siemens Energy,XETRA,DEU,Is It Too Late To Consider Siemens Energy (XTRA:ENR) After Its 212% One Year Rally?,other,Simply Wall St.,2026-04-11T00:23:53Z,https://finance.yahoo.com/markets/stocks/articles/too-consider-siemens-energy-xtra-002353556.html,2026-04-27T06:30:09+00:00
SIE.DE,Siemens,XETRA,DEU,Is It Too Late To Consider Siemens (XTRA:SIE) After Its Recent Share Price Climb?,other,Simply Wall St.,2026-04-10T18:14:16Z,https://finance.yahoo.com/markets/stocks/articles/too-consider-siemens-xtra-sie-181416295.html,2026-04-27T06:30:09+00:00
MUV2.DE,Munich Re,XETRA,DEU,"Warburg Pincus, Munich Re arm team up to invest in Europe's defence sector",other,Reuters,2026-04-10T10:28:37Z,https://finance.yahoo.com/economy/policy/articles/warburg-pincus-munich-arm-team-102837521.html,2026-04-27T06:30:09+00:00
RWE.DE,RWE,XETRA,DEU,RWE installs CO2-reduced steel tower and recyclable blades at Thor,other,Energy Monitor,2026-04-10T09:25:44Z,https://www.energymonitor.ai/news/rwe-installs-co2-reduced-tower/,2026-04-27T06:30:09+00:00
BAS.DE,BASF,XETRA,DEU,Is It Too Late To Consider BASF (XTRA:BAS) After A 38% One-Year Rally?,other,Simply Wall St.,2026-04-10T04:32:24Z,https://finance.yahoo.com/markets/stocks/articles/too-consider-basf-xtra-bas-043224365.html,2026-04-27T06:30:09+00:00
BAS.DE,BASF,XETRA,DEU,Assessing BASF (XTRA:BAS) Valuation As Fine Chemicals Sector Growth Draws Fresh Attention,regulatory,Simply Wall St.,2026-04-09T10:10:03Z,https://finance.yahoo.com/markets/stocks/articles/assessing-basf-xtra-bas-valuation-101003289.html,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,Henkel unveils new paper packaging coating products,other,Packaging Gateway,2026-04-09T09:39:29Z,https://www.packaging-gateway.com/news/henkel-paper-packaging-coating/,2026-04-27T06:30:09+00:00
ENR.DE,Siemens Energy,XETRA,DEU,Oil pushes past $97 again as markets eye ceasefire doubts,ev_tech,Euronews,2026-04-09T08:05:50Z,https://www.euronews.com/2026/04/09/oil-surges-past-97-again-as-markets-eye-ceasefire-doubts?utm_source=yahoo&utm_campaign=feeds_business_articles_2024&utm_medium=referral,2026-04-27T06:30:09+00:00
BAS.DE,BASF,XETRA,DEU,BASFY Boosts Biological Insect Control Portfolio With AgBiTech,other,Zacks,2026-04-07T12:05:00Z,https://finance.yahoo.com/sectors/healthcare/articles/basfy-boosts-biological-insect-control-120500598.html,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,Olaplex to be acquired by Germany’s Henkel for $1.4B,other,Retail Dive,2026-04-07T11:51:00Z,https://www.retaildive.com/news/olaplex-acquired-henkel-one-billion/816803/,2026-04-27T06:30:09+00:00
RWE.DE,RWE,XETRA,DEU,"The Zacks Analyst Blog Highlights Nvidia, Equinor and RWE AG",other,Zacks,2026-04-06T14:45:00Z,https://finance.yahoo.com/markets/stocks/articles/zacks-analyst-blog-highlights-nvidia-144500224.html,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,A Look At Infineon Technologies (XTRA:IFX) Valuation After Recent Share Price Swings,regulatory,Simply Wall St.,2026-04-06T07:11:40Z,https://finance.yahoo.com/markets/stocks/articles/look-infineon-technologies-xtra-ifx-071140611.html,2026-04-27T06:30:09+00:00
SIE.DE,Siemens,XETRA,DEU,Siemens Healthineers Diagnostics Review Puts Valuation And Business Mix In Focus,ev_tech,Simply Wall St.,2026-04-04T22:08:39Z,https://finance.yahoo.com/sectors/healthcare/articles/siemens-healthineers-diagnostics-review-puts-220839518.html,2026-04-27T06:30:09+00:00
RWE.DE,RWE,XETRA,DEU,RWE deepens co-operation with ASML,other,Energy Global,2026-04-02T14:00:00Z,https://www.energyglobal.com/wind/02042026/rwe-deepens-co-operation-with-asml/?yptr=yahoo,2026-04-27T06:30:09+00:00
BAS.DE,BASF,XETRA,DEU,AirJoule on Commercialization Path: Sales Will Start Soon,ev_tech,MarketBeat,2026-04-01T13:27:00Z,https://www.marketbeat.com/originals/airjoule-on-commercialization-path-sales-will-start-soon/?utm_source=yahoofinance&utm_medium=yahoofinance,2026-04-27T06:30:09+00:00
BAS.DE,BASF,XETRA,DEU,Is BASF (XTRA:BAS) Quietly Redefining Its Agricultural Edge With This Canola R&D Upgrade?,other,Simply Wall St.,2026-03-31T08:17:06Z,https://finance.yahoo.com/markets/stocks/articles/basf-xtra-bas-quietly-redefining-081706584.html,2026-04-27T06:30:09+00:00
BEI.DE,Beiersdorf,XETRA,DEU,"Beiersdorf to Boost Its Innovation Agenda With New, 100 Million-euro Venture Capital Fund",other,WWD,2026-03-31T08:00:00Z,https://wwd.com/beauty-industry-news/skin-care/beiersdorf-new-venture-capital-fund-skincare-innovation-1238693211/,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,Assessing Henkel KGaA (XTRA:HEN3) Valuation After Recent Share Price Weakness,other,Simply Wall St.,2026-03-30T05:05:35Z,https://finance.yahoo.com/markets/stocks/articles/assessing-henkel-kgaa-xtra-hen3-050535061.html,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,"Mitsubishi Electric, Rohm, Toshiba to Explore Merger of Power Chip Businesses",merger,The Wall Street Journal,2026-03-27T09:36:00Z,https://www.wsj.com/tech/mitsubishi-electric-rohm-toshiba-to-explore-merger-of-power-chip-businesses-a23cda1b?siteid=yhoof2&yptr=yahoo,2026-04-27T06:30:09+00:00
HEN3.DE,Henkel,XETRA,DEU,"Stock Market Today, March 26: Olaplex Shares Surge After Henkel Agrees to $1.4 Billion Buyout",other,Motley Fool,2026-03-26T21:07:15Z,https://www.fool.com/coverage/stock-market-today/2026/03/26/stock-market-today-march-26-olaplex-shares-surge-after-henkel-agrees-to-usd1-4-billion-buyout/,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,"Rohm, Toshiba, Mitsubishi Electric to begin power chip integration talks, Nikkei says",ev_tech,Reuters,2026-03-26T08:56:37Z,https://finance.yahoo.com/sectors/technology/articles/rohm-toshiba-mitsubishi-elec-begin-085637172.html,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,Is It Time To Reassess Infineon Technologies (XTRA:IFX) After The Recent Share Price Pullback,regulatory,Simply Wall St.,2026-03-22T16:05:51Z,https://finance.yahoo.com/markets/stocks/articles/time-reassess-infineon-technologies-xtra-160551995.html,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,Why Is NVIDIA (NVDA) One of the Best Long Term Stocks to Invest In According to Billionaires?,ev_tech,Insider Monkey,2026-03-20T21:59:38Z,https://finance.yahoo.com/markets/stocks/articles/why-nvidia-nvda-one-best-215938356.html,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,"Exclusive-German semiconductor group Elmos exploring a sale, sources say",other,Reuters,2026-03-19T19:13:34Z,https://finance.yahoo.com/sectors/technology/articles/exclusive-german-semiconductor-group-elmos-191334017.html,2026-04-27T06:30:09+00:00
DB1.DE,Deutsche Boerse,XETRA,DEU,"CME Group Outperforms Industry, Trades at a Premium: Hold Now?",other,Zacks,2026-03-18T19:40:00Z,https://finance.yahoo.com/news/cme-group-outperforms-industry-trades-194000416.html,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,"Infineon executive urges Europe to build larger, automated fabs",regulatory,Reuters,2026-03-17T11:38:22Z,https://finance.yahoo.com/news/infineon-executive-urges-europe-build-113822493.html,2026-04-27T06:30:09+00:00
IFX.DE,Infineon,XETRA,DEU,Nvidia strikes humanoid robot partnerships with European chipmakers,ev_tech,Reuters,2026-03-16T20:32:10Z,https://finance.yahoo.com/news/nvidia-strikes-humanoid-robot-partnerships-203210168.html,2026-04-27T06:30:09+00:00
FRE.DE,Fresenius,XETRA,DEU,Fresenius Medical Care AG (FMS) Looks to Improve Profitability After Smashing Q4 Expectations,results,Insider Monkey,2026-03-13T18:31:43Z,https://finance.yahoo.com/news/fresenius-medical-care-ag-fms-183143391.html,2026-04-27T06:30:09+00:00
BEI.DE,Beiersdorf,XETRA,DEU,Beiersdorf moves to fully recycled aluminium cans in Europe,other,Packaging Gateway,2026-03-05T15:18:16Z,https://www.packaging-gateway.com/news/beiersdorf-recycled-aluminium-cans-europe/,2026-04-27T06:30:09+00:00
FRE.DE,Fresenius,XETRA,DEU,Here's Why Fresenius (FMS) is a Strong Value Stock,other,Zacks,2026-03-05T14:40:04Z,https://finance.yahoo.com/news/heres-why-fresenius-fms-strong-144004006.html,2026-04-27T06:30:09+00:00
BEI.DE,Beiersdorf,XETRA,DEU,Assessing Beiersdorf (XTRA:BEI) Valuation After Cautious 2026 Guidance And Share Price Weakness,guidance,Simply Wall St.,2026-03-04T11:09:38Z,https://finance.yahoo.com/news/assessing-beiersdorf-xtra-bei-valuation-110938158.html,2026-04-27T06:30:09+00:00
MUV2.DE,Munich Re,XETRA,DEU,Assessing Munich Re (XTRA:MUV2) Valuation After Record 2025 Earnings And Major Capital Return Plan,results,Simply Wall St.,2026-03-04T04:35:03Z,https://finance.yahoo.com/news/assessing-munich-xtra-muv2-valuation-043503218.html,2026-04-27T06:30:09+00:00
FRE.DE,Fresenius,XETRA,DEU,Assessing Fresenius SE KGaA (XTRA:FRE) Valuation After Recent Earnings And Shareholder Returns,results,Simply Wall St.,2026-03-01T11:08:36Z,https://finance.yahoo.com/news/assessing-fresenius-se-kgaa-xtra-110836264.html,2026-04-27T06:30:09+00:00
FRE.DE,Fresenius,XETRA,DEU,"Pacira BioSciences, Inc. Q4 2025 Earnings Call Summary",results,Moby,2026-02-27T13:30:00Z,https://app.moby.co/home/research/tools/earningsCalendar/earnings-pacira-biosciences-inc-q4-2025-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss,2026-04-27T06:30:09+00:00
FRE.DE,Fresenius,XETRA,DEU,Pacira BioSciences Q4 Earnings Call Highlights,results,MarketBeat,2026-02-27T06:12:58Z,https://www.marketbeat.com/instant-alerts/pacira-biosciences-q4-earnings-call-highlights-2026-02-27/?utm_source=yahoofinance&utm_medium=yahoofinance,2026-04-27T06:30:09+00:00
MUV2.DE,Munich Re,XETRA,DEU,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München Q4 Earnings Call Highlights,results,MarketBeat,2026-02-26T10:53:05Z,https://www.marketbeat.com/instant-alerts/mnchener-rckversicherungs-gesellschaft-aktiengesellschaft-in-mnchen-q4-earnings-call-highlights-2026-02-26/?utm_source=yahoofinance&utm_medium=yahoofinance,2026-04-27T06:30:09+00:00
MUV2.DE,Munich Re,XETRA,DEU,Munich Re Profit Dented By Currency Headwinds,results,The Wall Street Journal,2026-02-26T07:46:00Z,https://www.wsj.com/business/earnings/munich-re-profit-dented-by-currency-headwinds-034d76eb?siteid=yhoof2&yptr=yahoo,2026-04-27T06:30:09+00:00
FRE.DE,Fresenius,XETRA,DEU,Fresenius SE & Co KGaA (FSNUY) Full Year 2025 Earnings Call Highlights: Strong Organic ...,results,GuruFocus.com,2026-02-25T19:03:18Z,https://finance.yahoo.com/news/fresenius-se-co-kgaa-fsnuy-190318947.html,2026-04-27T06:30:09+00:00
MUV2.DE,Munich Re,XETRA,DEU,Why The Narrative Around Munich Re (XTRA:MUV2) Is Shifting On Valuation And Earnings Uncertainty,results,Simply Wall St.,2026-02-24T00:19:58Z,https://finance.yahoo.com/news/why-narrative-around-munich-xtra-001958481.html,2026-04-27T06:30:09+00:00
MUV2.DE,Munich Re,XETRA,DEU,Is It Too Late To Consider Munich Re (XTRA:MUV2) After Its Strong Multi‑Year Share Price Run?,other,Simply Wall St.,2026-02-23T16:06:14Z,https://finance.yahoo.com/news/too-consider-munich-xtra-muv2-160614896.html,2026-04-27T06:30:09+00:00
MUV2.DE,Munich Re,XETRA,DEU,HSB unveils cyber insurance for connected work vehicles,other,Life Insurance International,2026-02-19T10:06:52Z,https://www.lifeinsuranceinternational.com/news/hsb-work-vehicles-cyber-insurance/,2026-04-27T06:30:09+00:00
DB1.DE,Deutsche Boerse,XETRA,DEU,Deutsche Boerse AG (DBOEF) Q4 2025 Earnings Call Highlights: Record Revenue Growth and ...,results,GuruFocus.com,2026-02-12T19:02:45Z,https://finance.yahoo.com/news/deutsche-boerse-ag-dboef-q4-190245389.html,2026-04-27T06:30:09+00:00
DB1.DE,Deutsche Boerse,XETRA,DEU,Germany Deal Value More Than Doubles to $26 Billion Early 2026,other,GuruFocus.com,2026-02-06T16:43:27Z,https://finance.yahoo.com/news/germany-deal-value-more-doubles-164327372.html,2026-04-27T06:30:09+00:00
DB1.DE,Deutsche Boerse,XETRA,DEU,Institutional owners may take dramatic actions as Deutsche Börse AG's (ETR:DB1) recent 3.9% drop adds to one-year losses,other,Simply Wall St.,2026-01-28T04:15:50Z,https://finance.yahoo.com/news/institutional-owners-may-dramatic-actions-041550597.html,2026-04-27T06:30:09+00:00
DB1.DE,Deutsche Boerse,XETRA,DEU,CME Group Trades Above 50- and 200-Day SMA: How to Play the Stock?,other,Zacks,2026-01-20T18:38:00Z,https://finance.yahoo.com/news/cme-group-trades-above-50-183800543.html,2026-04-27T06:30:09+00:00
