ticker,priority_score,momentum_score,quality_score,form,updated_utc,recency_min,link
SD,53,17,53,DEFA14A,2026-04-27T16:33:23-04:00,147,https://www.sec.gov/Archives/edgar/data/1349436/000114036126017134/0001140361-26-017134-index.htm
GYRE,53,17,53,DEFA14A,2026-04-27T16:31:12-04:00,149,https://www.sec.gov/Archives/edgar/data/1124105/000114036126017130/0001140361-26-017130-index.htm
BFLY,53,17,53,DEFA14A,2026-04-27T16:24:34-04:00,156,https://www.sec.gov/Archives/edgar/data/1804176/000114036126017120/0001140361-26-017120-index.htm
SNSE,53,17,53,DEFA14A,2026-04-27T16:20:45-04:00,160,https://www.sec.gov/Archives/edgar/data/1829802/000119312526182149/0001193125-26-182149-index.htm
DNUT,53,17,53,DEFA14A,2026-04-27T16:19:42-04:00,161,https://www.sec.gov/Archives/edgar/data/1857154/000119312526182145/0001193125-26-182145-index.htm
MA,53,17,53,DEFA14A,2026-04-27T16:19:21-04:00,161,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000023/0001141391-26-000023-index.htm
LAB,53,17,53,DEFA14A,2026-04-27T16:17:10-04:00,163,https://www.sec.gov/Archives/edgar/data/1162194/000114036126017107/0001140361-26-017107-index.htm
SEAT,53,17,53,DEFA14A,2026-04-27T16:17:00-04:00,163,https://www.sec.gov/Archives/edgar/data/1856031/000114036126017106/0001140361-26-017106-index.htm
BCPC,53,17,53,DEFA14A,2026-04-27T16:16:18-04:00,164,https://www.sec.gov/Archives/edgar/data/9326/000114036126017104/0001140361-26-017104-index.htm
CPNG,53,17,53,DEFA14A,2026-04-27T16:16:29-04:00,164,https://www.sec.gov/Archives/edgar/data/1834584/000114036126017105/0001140361-26-017105-index.htm
VERX,53,17,53,DEFA14A,2026-04-27T16:16:23-04:00,164,https://www.sec.gov/Archives/edgar/data/1806837/000110465926049446/0001104659-26-049446-index.htm
ALDX,53,17,53,DEFA14A,2026-04-27T16:13:54-04:00,166,https://www.sec.gov/Archives/edgar/data/1341235/000119312526182118/0001193125-26-182118-index.htm
REAL,53,17,53,DEFA14A,2026-04-27T16:13:51-04:00,167,https://www.sec.gov/Archives/edgar/data/1573221/000157322126000037/0001573221-26-000037-index.htm
SNDA,53,17,53,DEFA14A,2026-04-27T16:11:57-04:00,168,https://www.sec.gov/Archives/edgar/data/1043000/000119312526182108/0001193125-26-182108-index.htm
VOR,53,27,53,S-3,2026-04-27T16:11:40-04:00,169,https://www.sec.gov/Archives/edgar/data/1817229/000119312526182106/0001193125-26-182106-index.htm
MCRB,53,17,53,DEFA14A,2026-04-27T16:10:45-04:00,170,https://www.sec.gov/Archives/edgar/data/1609809/000114036126017092/0001140361-26-017092-index.htm
CDNA,53,17,53,DEFA14A,2026-04-27T16:08:46-04:00,172,https://www.sec.gov/Archives/edgar/data/1217234/000121723426000029/0001217234-26-000029-index.htm
ELVN,53,17,53,DEFA14A,2026-04-27T16:08:23-04:00,172,https://www.sec.gov/Archives/edgar/data/1672619/000119312526182081/0001193125-26-182081-index.htm
EYPT,53,17,53,DEFA14A,2026-04-27T16:08:02-04:00,172,https://www.sec.gov/Archives/edgar/data/1314102/000119312526182077/0001193125-26-182077-index.htm
RIVN,53,17,53,DEFA14A,2026-04-27T16:08:10-04:00,172,https://www.sec.gov/Archives/edgar/data/1874178/000187417826000025/0001874178-26-000025-index.htm
SION,53,17,53,DEFA14A,2026-04-27T16:08:39-04:00,172,https://www.sec.gov/Archives/edgar/data/2036042/000162828026027496/0001628280-26-027496-index.htm
SN,53,17,53,DEFA14A,2026-04-27T16:08:40-04:00,172,https://www.sec.gov/Archives/edgar/data/1957132/000195713226000023/0001957132-26-000023-index.htm
SVV,53,17,53,DEFA14A,2026-04-27T16:08:43-04:00,172,https://www.sec.gov/Archives/edgar/data/1883313/000188331326000035/0001883313-26-000035-index.htm
VITL,53,17,53,DEFA14A,2026-04-27T16:08:34-04:00,172,https://www.sec.gov/Archives/edgar/data/1579733/000119312526182084/0001193125-26-182084-index.htm
ANNX,53,17,53,DEFA14A,2026-04-27T16:07:44-04:00,173,https://www.sec.gov/Archives/edgar/data/1528115/000114036126017088/0001140361-26-017088-index.htm
CGTX,53,17,53,DEFA14A,2026-04-27T16:07:53-04:00,173,https://www.sec.gov/Archives/edgar/data/1455365/000110465926049436/0001104659-26-049436-index.htm
DFTX,53,17,53,DEFA14A,2026-04-27T16:07:02-04:00,173,https://www.sec.gov/Archives/edgar/data/1813814/000119312526182066/0001193125-26-182066-index.htm
FRPT,53,17,53,DEFA14A,2026-04-27T16:07:19-04:00,173,https://www.sec.gov/Archives/edgar/data/1611647/000114036126017087/0001140361-26-017087-index.htm
KYNB,53,17,53,DEFA14A,2026-04-27T16:07:30-04:00,173,https://www.sec.gov/Archives/edgar/data/921299/000119312526182071/0001193125-26-182071-index.htm
YEXT,53,17,53,DEFA14A,2026-04-27T16:07:11-04:00,173,https://www.sec.gov/Archives/edgar/data/1614178/000162828026027492/0001628280-26-027492-index.htm
QDEL,53,17,53,DEFA14A,2026-04-27T16:06:23-04:00,174,https://www.sec.gov/Archives/edgar/data/1906324/000190632426000019/0001906324-26-000019-index.htm
WEX,53,17,53,DFAN14A,2026-04-27T16:06:50-04:00,174,https://www.sec.gov/Archives/edgar/data/1309108/000092189526001087/0000921895-26-001087-index.htm
SVC,53,17,53,DEFA14A,2026-04-27T16:05:31-04:00,175,https://www.sec.gov/Archives/edgar/data/945394/000110465926049433/0001104659-26-049433-index.htm
EXLS,53,17,53,DEFA14A,2026-04-27T16:03:30-04:00,177,https://www.sec.gov/Archives/edgar/data/1297989/000119312526181983/0001193125-26-181983-index.htm
RGEN,53,17,53,DEFA14A,2026-04-27T16:03:42-04:00,177,https://www.sec.gov/Archives/edgar/data/730272/000119312526182014/0001193125-26-182014-index.htm
XNCR,53,17,53,DEFA14A,2026-04-27T16:03:39-04:00,177,https://www.sec.gov/Archives/edgar/data/1326732/000132673226000032/0001326732-26-000032-index.htm
BEKE,53,19,53,6-K,2026-04-27T06:51:04-04:00,729,https://www.sec.gov/Archives/edgar/data/1809587/000110465926048952/0001104659-26-048952-index.htm
ITRN,53,19,53,6-K,2026-04-27T06:31:40-04:00,749,https://www.sec.gov/Archives/edgar/data/1337117/000117891326002226/0001178913-26-002226-index.htm
AZN,53,19,53,6-K,2026-04-27T06:29:18-04:00,751,https://www.sec.gov/Archives/edgar/data/901832/000165495426003936/0001654954-26-003936-index.htm
CPAC,53,19,53,6-K,2026-04-27T06:18:49-04:00,762,https://www.sec.gov/Archives/edgar/data/1221029/000121390026047697/0001213900-26-047697-index.htm
HBNB,53,19,53,6-K,2026-04-27T06:10:28-04:00,770,https://www.sec.gov/Archives/edgar/data/2054507/000121390026047692/0001213900-26-047692-index.htm
MRT,53,19,53,6-K,2026-04-27T06:08:56-04:00,771,https://www.sec.gov/Archives/edgar/data/1852767/000121390026047690/0001213900-26-047690-index.htm
SKM,53,19,53,6-K,2026-04-27T06:03:57-04:00,776,https://www.sec.gov/Archives/edgar/data/1015650/000119312526178706/0001193125-26-178706-index.htm
BZ,53,19,53,6-K,2026-04-27T06:03:25-04:00,777,https://www.sec.gov/Archives/edgar/data/1842827/000110465926048831/0001104659-26-048831-index.htm
TSEM,53,19,53,6-K,2026-04-27T06:02:04-04:00,778,https://www.sec.gov/Archives/edgar/data/928876/000117891326002220/0001178913-26-002220-index.htm
CHT,53,19,53,6-K,2026-04-27T06:01:50-04:00,779,https://www.sec.gov/Archives/edgar/data/1132924/000119312526178702/0001193125-26-178702-index.htm
INDP,53,19,53,8-K/A,2026-04-24T17:00:45-04:00,4440,https://www.sec.gov/Archives/edgar/data/1857044/000149315226018954/0001493152-26-018954-index.htm
NVCR,53,19,53,8-K/A,2026-04-24T16:08:39-04:00,4492,https://www.sec.gov/Archives/edgar/data/1645113/000164511326000038/0001645113-26-000038-index.htm
PGC,53,19,53,8-K/A,2026-04-24T15:22:47-04:00,4538,https://www.sec.gov/Archives/edgar/data/1050743/000119312526176900/0001193125-26-176900-index.htm
BIRD,53,19,53,8-K/A,2026-04-23T21:22:49-04:00,5618,https://www.sec.gov/Archives/edgar/data/1653909/000119312526174460/0001193125-26-174460-index.htm
THRM,53,19,53,8-K/A,2026-04-23T17:02:40-04:00,5878,https://www.sec.gov/Archives/edgar/data/903129/000119312526173969/0001193125-26-173969-index.htm
PEG,53,19,53,8-K/A,2026-04-23T16:31:09-04:00,5909,https://www.sec.gov/Archives/edgar/data/788784/000119312526173838/0001193125-26-173838-index.htm
CABO,53,19,53,8-K/A,2026-04-23T16:15:14-04:00,5925,https://www.sec.gov/Archives/edgar/data/1632127/000163212726000018/0001632127-26-000018-index.htm
RCKT,52,8,52,SC TO-I,2026-04-27T09:42:20-04:00,558,https://www.sec.gov/Archives/edgar/data/1281895/000114036126016865/0001140361-26-016865-index.htm
KW,52,8,52,SC 13E3,2026-04-27T08:11:53-04:00,649,https://www.sec.gov/Archives/edgar/data/1408100/000114036126016849/0001140361-26-016849-index.htm
SNYNF,50,22,50,6-K,2026-04-27T12:58:10-04:00,362,https://www.sec.gov/Archives/edgar/data/1121404/000119312526180848/0001193125-26-180848-index.htm
RYDAF,50,22,50,6-K,2026-04-27T12:03:30-04:00,417,https://www.sec.gov/Archives/edgar/data/1306965/000117184326002729/0001171843-26-002729-index.htm
RLXXF,50,22,50,6-K,2026-04-27T11:46:52-04:00,434,https://www.sec.gov/Archives/edgar/data/929869/000092986926000035/0000929869-26-000035-index.htm
ICHGF,50,22,50,6-K,2026-04-27T11:33:05-04:00,447,https://www.sec.gov/Archives/edgar/data/858446/000165495426003950/0001654954-26-003950-index.htm
GLAXF,50,22,50,6-K,2026-04-27T08:13:11-04:00,647,https://www.sec.gov/Archives/edgar/data/1131399/000165495426003947/0001654954-26-003947-index.htm
MSOGF,50,22,50,6-K,2026-04-27T08:00:57-04:00,659,https://www.sec.gov/Archives/edgar/data/1815846/000110465926049046/0001104659-26-049046-index.htm
RYAOF,50,22,50,6-K,2026-04-27T07:56:35-04:00,664,https://www.sec.gov/Archives/edgar/data/1038683/000165495426003945/0001654954-26-003945-index.htm
NONOF,50,22,50,6-K,2026-04-27T07:21:33-04:00,699,https://www.sec.gov/Archives/edgar/data/353278/000117184326002719/0001171843-26-002719-index.htm
SPHIF,50,22,50,6-K,2026-04-27T07:17:53-04:00,703,https://www.sec.gov/Archives/edgar/data/1995306/000110465926049005/0001104659-26-049005-index.htm
WEIBF,50,22,50,6-K,2026-04-27T07:15:37-04:00,705,https://www.sec.gov/Archives/edgar/data/1595761/000110465926049003/0001104659-26-049003-index.htm
HSIGF,50,22,50,6-K,2026-04-27T07:02:25-04:00,718,https://www.sec.gov/Archives/edgar/data/1861737/000110465926048977/0001104659-26-048977-index.htm
MCW,49,5,49,SC 13E3,2026-04-24T06:19:04-04:00,5081,https://www.sec.gov/Archives/edgar/data/1853513/000119312526174877/0001193125-26-174877-index.htm
SCHL,49,5,49,SC TO-I,2026-04-23T16:01:36-04:00,5939,https://www.sec.gov/Archives/edgar/data/866729/000119312526173633/0001193125-26-173633-index.htm
NOM,48,8,48,25,2026-04-27T10:31:19-04:00,509,https://www.sec.gov/Archives/edgar/data/899782/000087666126000365/0000876661-26-000365-index.htm
NQP,48,8,48,25,2026-04-27T10:29:21-04:00,511,https://www.sec.gov/Archives/edgar/data/870780/000087666126000363/0000876661-26-000363-index.htm
NXJ,48,8,48,25,2026-04-27T10:26:31-04:00,514,https://www.sec.gov/Archives/edgar/data/1087786/000087666126000361/0000876661-26-000361-index.htm
FOLD,48,8,48,25,2026-04-27T09:27:40-04:00,573,https://www.sec.gov/Archives/edgar/data/1178879/000135445726000371/0001354457-26-000371-index.htm
ULYX,48,20,48,SC TO-T,2026-04-27T08:00:59-04:00,659,https://www.sec.gov/Archives/edgar/data/1603652/000119312526178999/0001193125-26-178999-index.htm
IMKTA,47,17,47,DEFA14A,2026-04-27T16:18:02-04:00,162,https://www.sec.gov/Archives/edgar/data/50493/000114036126017109/0001140361-26-017109-index.htm
TMUSL,47,17,47,DEFA14A,2026-04-27T16:02:48-04:00,178,https://www.sec.gov/Archives/edgar/data/1283699/000119312526181898/0001193125-26-181898-index.htm
NVNXF,47,19,47,6-K,2026-04-27T06:54:10-04:00,726,https://www.sec.gov/Archives/edgar/data/1859795/000119312526178790/0001193125-26-178790-index.htm
SNNUF,47,19,47,6-K,2026-04-27T06:37:11-04:00,743,https://www.sec.gov/Archives/edgar/data/845982/000165495426003938/0001654954-26-003938-index.htm
PRNAF,47,19,47,6-K,2026-04-27T06:21:53-04:00,759,https://www.sec.gov/Archives/edgar/data/1131343/000143774926013364/0001437749-26-013364-index.htm
HLNCF,47,19,47,6-K,2026-04-27T06:16:53-04:00,764,https://www.sec.gov/Archives/edgar/data/1900304/000165495426003933/0001654954-26-003933-index.htm
CXMSF,47,19,47,6-K,2026-04-27T06:10:16-04:00,770,https://www.sec.gov/Archives/edgar/data/1076378/000119312526178732/0001193125-26-178732-index.htm
PUKPF,47,19,47,6-K,2026-04-27T06:09:19-04:00,771,https://www.sec.gov/Archives/edgar/data/1116578/000165495426003931/0001654954-26-003931-index.htm
ORXCF,47,19,47,6-K,2026-04-27T06:04:46-04:00,776,https://www.sec.gov/Archives/edgar/data/1070304/000119312526178712/0001193125-26-178712-index.htm
ZHIHF,47,19,47,6-K,2026-04-27T06:02:30-04:00,778,https://www.sec.gov/Archives/edgar/data/1835724/000110465926048825/0001104659-26-048825-index.htm
LAAOF,47,19,47,6-K,2026-04-27T06:01:08-04:00,779,https://www.sec.gov/Archives/edgar/data/1791706/000110465926048817/0001104659-26-048817-index.htm
ANABV,47,19,47,8-K/A,2026-04-24T16:17:16-04:00,4483,https://www.sec.gov/Archives/edgar/data/1370053/000119312526177317/0001193125-26-177317-index.htm
RVMD,45,24,45,DEF 14A,2026-04-27T17:30:45-04:00,90,https://www.sec.gov/Archives/edgar/data/1628171/000119312526182453/0001193125-26-182453-index.htm
GAME,45,24,45,DEF 14A,2026-04-27T17:29:07-04:00,91,https://www.sec.gov/Archives/edgar/data/1714562/000149315226019197/0001493152-26-019197-index.htm
PNBK,45,24,45,DEF 14A,2026-04-27T17:22:15-04:00,98,https://www.sec.gov/Archives/edgar/data/1098146/000114036126017156/0001140361-26-017156-index.htm
FUSE,45,24,45,DEF 14A,2026-04-27T17:15:26-04:00,105,https://www.sec.gov/Archives/edgar/data/2033383/000149315226019179/0001493152-26-019179-index.htm
ABEO,45,24,45,DEF 14A,2026-04-27T16:30:39-04:00,150,https://www.sec.gov/Archives/edgar/data/318306/000149315226019153/0001493152-26-019153-index.htm
SER,45,24,45,DEF 14A,2026-04-27T16:24:05-04:00,156,https://www.sec.gov/Archives/edgar/data/1708599/000170859926000029/0001708599-26-000029-index.htm
OCFC,45,24,45,DEF 14A,2026-04-27T16:20:34-04:00,160,https://www.sec.gov/Archives/edgar/data/1004702/000130817926000348/0001308179-26-000348-index.htm
SCYX,45,24,45,DEF 14A,2026-04-27T16:18:49-04:00,162,https://www.sec.gov/Archives/edgar/data/1178253/000114036126017112/0001140361-26-017112-index.htm
TGT,45,24,45,DEF 14A,2026-04-27T16:16:29-04:00,164,https://www.sec.gov/Archives/edgar/data/27419/000162828026027508/0001628280-26-027508-index.htm
MEHA,45,24,45,DEF 14A,2026-04-27T16:15:38-04:00,165,https://www.sec.gov/Archives/edgar/data/1837254/000121390026048022/0001213900-26-048022-index.htm
GOVX,45,24,45,DEF 14A,2026-04-27T16:10:58-04:00,169,https://www.sec.gov/Archives/edgar/data/832489/000143774926013468/0001437749-26-013468-index.htm
ARMP,45,24,45,DEF 14A,2026-04-27T16:10:22-04:00,170,https://www.sec.gov/Archives/edgar/data/921114/000110465926049437/0001104659-26-049437-index.htm
BMEA,45,24,45,DEF 14A,2026-04-27T16:08:19-04:00,172,https://www.sec.gov/Archives/edgar/data/1840439/000119312526182080/0001193125-26-182080-index.htm
ACON,45,24,45,DEF 14A,2026-04-27T16:05:13-04:00,175,https://www.sec.gov/Archives/edgar/data/1635077/000168316826003236/0001683168-26-003236-index.htm
IPWR,45,24,45,DEF 14A,2026-04-27T16:05:31-04:00,175,https://www.sec.gov/Archives/edgar/data/1507957/000143774926013466/0001437749-26-013466-index.htm
COEP,45,5,45,25,2026-04-24T17:07:56-04:00,4432,https://www.sec.gov/Archives/edgar/data/1759186/000135445726000370/0001354457-26-000370-index.htm
MRK,45,17,45,SC TO-T,2026-04-24T07:30:33-04:00,5010,https://www.sec.gov/Archives/edgar/data/310158/000119312526174972/0001193125-26-174972-index.htm
TERN,45,17,45,SC TO-T,2026-04-24T07:30:33-04:00,5010,https://www.sec.gov/Archives/edgar/data/1831363/000119312526174972/0001193125-26-174972-index.htm
DAWN,45,5,45,25,2026-04-23T09:14:52-04:00,6346,https://www.sec.gov/Archives/edgar/data/1845337/000135445726000366/0001354457-26-000366-index.htm
PDSB,44,18,44,S-3,2026-04-27T11:51:40-04:00,429,https://www.sec.gov/Archives/edgar/data/1472091/000114036126016756/0001140361-26-016756-index.htm
TLF,44,8,44,DEFA14A,2026-04-27T09:08:55-04:00,591,https://www.sec.gov/Archives/edgar/data/909724/000114036126016858/0001140361-26-016858-index.htm
GDHG,44,8,44,F-3,2026-04-27T09:05:13-04:00,595,https://www.sec.gov/Archives/edgar/data/1928340/000121390026047788/0001213900-26-047788-index.htm
NXPI,44,8,44,DEFA14A,2026-04-27T08:18:02-04:00,642,https://www.sec.gov/Archives/edgar/data/1413447/000141344726000029/0001413447-26-000029-index.htm
PENN,44,8,44,DEFA14A,2026-04-27T08:06:49-04:00,654,https://www.sec.gov/Archives/edgar/data/921738/000114036126016848/0001140361-26-016848-index.htm
BOOM,44,8,44,DEFA14A,2026-04-27T08:01:28-04:00,659,https://www.sec.gov/Archives/edgar/data/34067/000003406726000030/0000034067-26-000030-index.htm
NVAX,44,8,44,DEFA14A,2026-04-27T08:00:48-04:00,660,https://www.sec.gov/Archives/edgar/data/1000694/000162828026027330/0001628280-26-027330-index.htm
STEM,44,8,44,DEFA14A,2026-04-27T07:51:02-04:00,669,https://www.sec.gov/Archives/edgar/data/1758766/000175876626000040/0001758766-26-000040-index.htm
BCAX,44,8,44,DEFA14A,2026-04-27T07:33:19-04:00,687,https://www.sec.gov/Archives/edgar/data/2023658/000162828026027321/0001628280-26-027321-index.htm
MIAX,44,8,44,DEFA14A,2026-04-27T07:20:38-04:00,700,https://www.sec.gov/Archives/edgar/data/1438472/000162828026027314/0001628280-26-027314-index.htm
JF,44,8,44,F-3,2026-04-27T07:03:05-04:00,717,https://www.sec.gov/Archives/edgar/data/1716338/000110465926048978/0001104659-26-048978-index.htm
QURE,44,8,44,DEFA14A,2026-04-27T07:01:24-04:00,719,https://www.sec.gov/Archives/edgar/data/1590560/000110465926048975/0001104659-26-048975-index.htm
KKR-PD,42,15,42,DEFA14A,2026-04-27T17:26:26-04:00,94,https://www.sec.gov/Archives/edgar/data/1404912/000114036126017158/0001140361-26-017158-index.htm
GPUS-PD,42,25,42,S-3,2026-04-27T16:39:35-04:00,141,https://www.sec.gov/Archives/edgar/data/896493/000121465926005133/0001214659-26-005133-index.htm
SRG-PA,42,15,42,DEFA14A,2026-04-27T16:16:30-04:00,164,https://www.sec.gov/Archives/edgar/data/1628063/000117494726000520/0001174947-26-000520-index.htm
GDV-PK,42,15,42,DEFA14A,2026-04-27T16:10:32-04:00,170,https://www.sec.gov/Archives/edgar/data/1260729/000182912626003981/0001829126-26-003981-index.htm
GROY-WT,42,17,42,6-K,2026-04-27T06:40:04-04:00,740,https://www.sec.gov/Archives/edgar/data/1834026/000149315226019031/0001493152-26-019031-index.htm
DUKR,41,22,41,S-1,2026-04-27T17:29:13-04:00,91,https://www.sec.gov/Archives/edgar/data/1638911/000121390026048102/0001213900-26-048102-index.htm
BNS,41,23,41,424B2,2026-04-27T17:27:16-04:00,93,https://www.sec.gov/Archives/edgar/data/9631/000183988226021339/0001839882-26-021339-index.htm
GSCE,41,23,41,424B2,2026-04-27T17:24:21-04:00,96,https://www.sec.gov/Archives/edgar/data/886982/000119312526182435/0001193125-26-182435-index.htm
ORKA,41,23,41,424B5,2026-04-27T17:22:42-04:00,98,https://www.sec.gov/Archives/edgar/data/907654/000121390026048100/0001213900-26-048100-index.htm
RNXT,41,23,41,424B3,2026-04-27T17:20:10-04:00,100,https://www.sec.gov/Archives/edgar/data/1574094/000149315226019183/0001493152-26-019183-index.htm
NTLA,41,23,41,424B5,2026-04-27T17:19:08-04:00,101,https://www.sec.gov/Archives/edgar/data/1652130/000119312526182419/0001193125-26-182419-index.htm
MOBX,41,22,41,S-1,2026-04-27T17:18:30-04:00,102,https://www.sec.gov/Archives/edgar/data/1855467/000149315226019180/0001493152-26-019180-index.htm
VYLD,41,23,41,424B2,2026-04-27T17:12:20-04:00,108,https://www.sec.gov/Archives/edgar/data/19617/000121390026048080/0001213900-26-048080-index.htm
XE,41,23,41,424B4,2026-04-27T17:11:47-04:00,109,https://www.sec.gov/Archives/edgar/data/2088896/000110465926049515/0001104659-26-049515-index.htm
EVTV,41,22,41,S-1,2026-04-27T16:59:27-04:00,121,https://www.sec.gov/Archives/edgar/data/1563568/000143774926013504/0001437749-26-013504-index.htm
TRWD,41,22,41,S-1,2026-04-27T16:52:31-04:00,128,https://www.sec.gov/Archives/edgar/data/1916558/000107997326000542/0001079973-26-000542-index.htm
IFED,41,23,41,424B2,2026-04-27T16:48:39-04:00,132,https://www.sec.gov/Archives/edgar/data/1114446/000183988226021328/0001839882-26-021328-index.htm
MOBI,41,22,41,S-1,2026-04-27T16:48:23-04:00,132,https://www.sec.gov/Archives/edgar/data/1489993/000162828026027560/0001628280-26-027560-index.htm
MWC,41,17,41,F-1,2026-04-27T16:45:10-04:00,135,https://www.sec.gov/Archives/edgar/data/2083526/000182912626003987/0001829126-26-003987-index.htm
CXAI,41,22,41,PRE 14A,2026-04-27T16:31:08-04:00,149,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/0001829126-26-003985-index.htm
SMTK,41,23,41,424B3,2026-04-27T16:31:44-04:00,149,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/0001104659-26-049463-index.htm
AZTR,41,22,41,PRE 14A,2026-04-27T16:30:37-04:00,150,https://www.sec.gov/Archives/edgar/data/1701478/000149315226019154/0001493152-26-019154-index.htm
CAPS,41,22,41,PRE 14A,2026-04-27T16:30:19-04:00,150,https://www.sec.gov/Archives/edgar/data/887151/000143774926013477/0001437749-26-013477-index.htm
SURG,41,22,41,PRE 14A,2026-04-27T16:30:39-04:00,150,https://www.sec.gov/Archives/edgar/data/1392694/000149315226019152/0001493152-26-019152-index.htm
CAII,41,22,41,S-1,2026-04-27T16:27:39-04:00,153,https://www.sec.gov/Archives/edgar/data/2115404/000121390026048032/0001213900-26-048032-index.htm
BNZI,41,23,41,424B3,2026-04-27T16:15:30-04:00,165,https://www.sec.gov/Archives/edgar/data/1826011/000149315226019139/0001493152-26-019139-index.htm
BULL,41,23,41,424B3,2026-04-27T16:12:11-04:00,168,https://www.sec.gov/Archives/edgar/data/1866364/000121390026048019/0001213900-26-048019-index.htm
YLY,41,17,41,F-1,2026-04-27T16:06:47-04:00,174,https://www.sec.gov/Archives/edgar/data/2053115/000149315226019131/0001493152-26-019131-index.htm
INDO,41,23,41,424B5,2026-04-27T16:05:40-04:00,175,https://www.sec.gov/Archives/edgar/data/1757840/000149315226019124/0001493152-26-019124-index.htm
ABTC,41,5,41,DEFA14A,2026-04-27T06:30:12-04:00,750,https://www.sec.gov/Archives/edgar/data/1755953/000119312526178759/0001193125-26-178759-index.htm
ORC,41,5,41,DEFA14A,2026-04-27T06:18:20-04:00,762,https://www.sec.gov/Archives/edgar/data/1518621/000143774926013360/0001437749-26-013360-index.htm
FMC,41,5,41,DEFA14A,2026-04-27T06:15:01-04:00,765,https://www.sec.gov/Archives/edgar/data/37785/000095010326006189/0000950103-26-006189-index.htm
FTRE,41,5,41,DEFA14A,2026-04-27T06:13:22-04:00,767,https://www.sec.gov/Archives/edgar/data/1965040/000119312526178735/0001193125-26-178735-index.htm
RYM,41,5,41,DEFA14A,2026-04-27T06:06:05-04:00,774,https://www.sec.gov/Archives/edgar/data/1800637/000121390026047685/0001213900-26-047685-index.htm
MAIA,41,5,41,DEFA14A,2026-04-27T06:05:19-04:00,775,https://www.sec.gov/Archives/edgar/data/1878313/000149315226019015/0001493152-26-019015-index.htm
SKYT,41,5,41,DEFA14A,2026-04-27T06:04:18-04:00,776,https://www.sec.gov/Archives/edgar/data/1819974/000114036126016810/0001140361-26-016810-index.htm
SWKS,41,5,41,DEFA14A,2026-04-27T06:01:38-04:00,779,https://www.sec.gov/Archives/edgar/data/4127/000110465926048820/0001104659-26-048820-index.htm
CTAS,41,15,41,S-4,2026-04-24T19:18:18-04:00,4302,https://www.sec.gov/Archives/edgar/data/723254/000114036126016785/0001140361-26-016785-index.htm
UAMY,41,5,41,DEFA14A,2026-04-24T17:37:46-04:00,4403,https://www.sec.gov/Archives/edgar/data/101538/000114036126016778/0001140361-26-016778-index.htm
EXPI,41,5,41,DEFA14A,2026-04-24T17:29:41-04:00,4411,https://www.sec.gov/Archives/edgar/data/1495932/000110465926048734/0001104659-26-048734-index.htm
BMNR,41,15,41,S-3,2026-04-24T17:28:21-04:00,4412,https://www.sec.gov/Archives/edgar/data/1829311/000149315226018987/0001493152-26-018987-index.htm
GNK,41,5,41,DFAN14A,2026-04-24T17:27:17-04:00,4413,https://www.sec.gov/Archives/edgar/data/1326200/000091957426002407/0000919574-26-002407-index.htm
MVIS,41,15,41,S-3,2026-04-24T17:20:23-04:00,4420,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/0001493152-26-018973-index.htm
BURU,41,15,41,S-3,2026-04-24T17:12:18-04:00,4428,https://www.sec.gov/Archives/edgar/data/1814215/000119312526177669/0001193125-26-177669-index.htm
HIT,41,15,41,S-3,2026-04-24T17:06:54-04:00,4433,https://www.sec.gov/Archives/edgar/data/2019505/000121390026047605/0001213900-26-047605-index.htm
IDAI,41,15,41,S-3,2026-04-24T17:01:47-04:00,4439,https://www.sec.gov/Archives/edgar/data/1718939/000110465926048684/0001104659-26-048684-index.htm
RLYB,41,15,41,S-4,2026-04-24T16:38:43-04:00,4462,https://www.sec.gov/Archives/edgar/data/1739410/000119312526177461/0001193125-26-177461-index.htm
COSM,41,15,41,S-3,2026-04-24T16:30:45-04:00,4470,https://www.sec.gov/Archives/edgar/data/1474167/000147793226002526/0001477932-26-002526-index.htm
GLW,41,15,41,S-3,2026-04-24T16:30:47-04:00,4470,https://www.sec.gov/Archives/edgar/data/24741/000120677426000244/0001206774-26-000244-index.htm
BRT,41,15,41,S-3,2026-04-24T16:16:35-04:00,4484,https://www.sec.gov/Archives/edgar/data/14846/000114036126016710/0001140361-26-016710-index.htm
LODE,41,15,41,S-3,2026-04-24T16:16:00-04:00,4484,https://www.sec.gov/Archives/edgar/data/1120970/000143774926013318/0001437749-26-013318-index.htm
DXST,41,5,41,F-3,2026-04-24T16:15:51-04:00,4485,https://www.sec.gov/Archives/edgar/data/1958133/000118518526001500/0001185185-26-001500-index.htm
EBON,41,5,41,F-3,2026-04-24T16:11:28-04:00,4489,https://www.sec.gov/Archives/edgar/data/1799290/000121390026047531/0001213900-26-047531-index.htm
ANL,41,5,41,F-3,2026-04-24T14:24:38-04:00,4596,https://www.sec.gov/Archives/edgar/data/1944552/000121390026047439/0001213900-26-047439-index.htm
SVAC,41,5,41,F-4,2026-04-23T06:17:36-04:00,6523,https://www.sec.gov/Archives/edgar/data/2074850/000110465926047122/0001104659-26-047122-index.htm
