ticker,form,updated_utc,recency_min,gapper_score,value_score,moat_score,insider_signal_score,risk_flags,market_flags,tags,items,price,avg_vol_3m,market_cap,link
EMBJ,6-K,2026-04-27T17:22:27-04:00,98,13,9,15,0,,no_market_data,+backlog;+renewal,,,,,https://www.sec.gov/Archives/edgar/data/1355444/000129281426002545/0001292814-26-002545-index.htm
LTBR,8-K,2026-04-27T17:00:34-04:00,120,14,10,13,0,atm program,no_market_data,+patent;-atm program,,,,,https://www.sec.gov/Archives/edgar/data/1084554/000147793226002579/0001477932-26-002579-index.htm
SEER,8-K,2026-04-27T16:23:36-04:00,157,17,10,13,0,,no_market_data,+patent,,,,,https://www.sec.gov/Archives/edgar/data/1726445/000119312526182155/0001193125-26-182155-index.htm
NHS,4,2026-04-27T18:48:38-04:00,12,7,10,12,0,,no_market_data,+subscription,,,,,https://www.sec.gov/Archives/edgar/data/1487610/000089843226000297/0000898432-26-000297-index.htm
AVIR,DEFA14A,2026-04-27T16:57:59-04:00,122,8,12,12,0,,est_mcap_from_sec_shares,,,5.3600,502356,427042364,https://www.sec.gov/Archives/edgar/data/1593899/000119312526182340/0001193125-26-182340-index.htm
ABEO,DEF 14A,2026-04-27T16:30:39-04:00,150,8,12,12,0,,est_mcap_from_sec_shares,,,5.3400,1167973,304641782,https://www.sec.gov/Archives/edgar/data/318306/000149315226019153/0001493152-26-019153-index.htm
PRNAF,6-K,2026-04-27T06:21:53-04:00,759,8,3,12,0,,no_market_data,+exclusive;+intellectual property;+patent,,,,,https://www.sec.gov/Archives/edgar/data/1131343/000143774926013364/0001437749-26-013364-index.htm
PLRZ,6-K,2026-04-27T09:29:14-04:00,571,2,2,11,0,offering,no_market_data,+intellectual property;+patent;-offering,,,,,https://www.sec.gov/Archives/edgar/data/1893645/000121390026047794/0001213900-26-047794-index.htm
CMND,6-K,2026-04-27T07:45:10-04:00,675,6,5,11,0,,no_market_data,+intellectual property;+patent,,,,,https://www.sec.gov/Archives/edgar/data/1892500/000121390026047736/0001213900-26-047736-index.htm
BAK,6-K,2026-04-27T07:44:53-04:00,676,6,11,11,0,,est_mcap_from_sec_shares,,,3.3800,2734540,1526640043,https://www.sec.gov/Archives/edgar/data/1071438/000129281426002533/0001292814-26-002533-index.htm
SHMD,6-K,2026-04-27T07:12:50-04:00,708,5,5,11,0,,no_market_data,+backlog;+subscription,,,,,https://www.sec.gov/Archives/edgar/data/1987240/000110465926048999/0001104659-26-048999-index.htm
VINP,4,2026-04-27T18:42:32-04:00,18,6,15,10,2,,no_market_data,+cfo;+form 4,,,,,https://www.sec.gov/Archives/edgar/data/1826286/000095010326006239/0000950103-26-006239-index.htm
SPWR,4,2026-04-27T18:08:14-04:00,52,6,10,10,3,,no_market_data,+ceo;-convertible note,,,,,https://www.sec.gov/Archives/edgar/data/1838987/000121390026048125/0001213900-26-048125-index.htm
SRTA,4,2026-04-27T17:45:55-04:00,74,6,17,10,6,,no_market_data,+acquired;+ceo;+cfo;+form 4,,,,,https://www.sec.gov/Archives/edgar/data/1779128/000162828026027654/0001628280-26-027654-index.htm
CORZZ,8-K,2026-04-27T17:30:43-04:00,90,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1839341/000162828026027645/0001628280-26-027645-index.htm
WSUP,8-K,2026-04-27T17:29:23-04:00,91,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1819516/000162828026027641/0001628280-26-027641-index.htm
ELSE,8-K,2026-04-27T17:28:36-04:00,92,17,10,10,0,,no_market_data,,9.01,,,,https://www.sec.gov/Archives/edgar/data/351789/000089710126000148/0000897101-26-000148-index.htm
VLDX,8-K,2026-04-27T17:28:17-04:00,92,13,7,10,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1825079/000149315226019195/0001493152-26-019195-index.htm
WABC,8-K,2026-04-27T17:25:43-04:00,95,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/311094/000117184326002737/0001171843-26-002737-index.htm
GECCO,8-K,2026-04-27T17:21:55-04:00,98,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1675033/000095010326006233/0000950103-26-006233-index.htm
CR,8-K,2026-04-27T17:19:36-04:00,101,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1944013/000194401326000133/0001944013-26-000133-index.htm
KINS,8-K,2026-04-27T17:18:32-04:00,102,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/33992/000102177126000063/0001021771-26-000063-index.htm
IPOD,8-K,2026-04-27T17:15:56-04:00,104,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2041047/000121390026048089/0001213900-26-048089-index.htm
MANE,8-K,2026-04-27T17:16:27-04:00,104,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1827635/000162828026027629/0001628280-26-027629-index.htm
PFE,8-K,2026-04-27T17:16:36-04:00,104,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/78003/000007800326000044/0000078003-26-000044-index.htm
TRT,8-K,2026-04-27T17:15:14-04:00,105,13,7,10,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/732026/000143774926013511/0001437749-26-013511-index.htm
YSWY,8-K,2026-04-27T17:15:17-04:00,105,16,7,10,0,offering,no_market_data,+definitive agreement;-offering,1.01,,,,https://www.sec.gov/Archives/edgar/data/1859836/000110465926049520/0001104659-26-049520-index.htm
GH,8-K,2026-04-27T17:11:52-04:00,109,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1576280/000119312526182391/0001193125-26-182391-index.htm
BRO,8-K,2026-04-27T17:08:57-04:00,111,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/79282/000119312526182375/0001193125-26-182375-index.htm
PFBX,8-K,2026-04-27T17:05:52-04:00,115,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/770460/000110465926049507/0001104659-26-049507-index.htm
BPRN,8-K,2026-04-27T17:02:08-04:00,118,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1913971/000119312526182356/0001193125-26-182356-index.htm
NVRI,8-K,2026-04-27T17:02:26-04:00,118,13,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/45876/000004587626000075/0000045876-26-000075-index.htm
FLYE,8-K,2026-04-27T17:00:17-04:00,120,18,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1975940/000121390026048067/0001213900-26-048067-index.htm
GURE,8-K,2026-04-27T17:00:26-04:00,120,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/885462/000119380526000512/0001193805-26-000512-index.htm
KVAC,8-K,2026-04-27T17:00:15-04:00,120,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1889983/000121390026048066/0001213900-26-048066-index.htm
INM,8-K,2026-04-27T16:58:16-04:00,122,16,7,10,0,,no_market_data,-warrant,,,,,https://www.sec.gov/Archives/edgar/data/1728328/000121390026048064/0001213900-26-048064-index.htm
QRED-UN,8-K,2026-04-27T16:56:39-04:00,124,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2085177/000182912626003988/0001829126-26-003988-index.htm
USAU,8-K,2026-04-27T16:50:27-04:00,130,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/27093/000149315226019166/0001493152-26-019166-index.htm
FSUN,8-K,2026-04-27T16:47:33-04:00,133,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1709442/000170944226000026/0001709442-26-000026-index.htm
MRBK,8-K,2026-04-27T16:47:26-04:00,133,17,7,10,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1750735/000175073526000039/0001750735-26-000039-index.htm
CBSH,8-K,2026-04-27T16:46:23-04:00,134,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/22356/000002235626000125/0000022356-26-000125-index.htm
SLMBP,8-K,2026-04-27T16:46:01-04:00,134,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1032033/000103203326000028/0001032033-26-000028-index.htm
IMAQ,8-K,2026-04-27T16:45:22-04:00,135,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1846235/000121390026048055/0001213900-26-048055-index.htm
KRC,8-K,2026-04-27T16:43:32-04:00,137,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1025996/000162828026027543/0001628280-26-027543-index.htm
PAHC,8-K,2026-04-27T16:43:50-04:00,137,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1069899/000110465926049485/0001104659-26-049485-index.htm
FDBC,8-K,2026-04-27T16:42:09-04:00,138,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1098151/000143774926013488/0001437749-26-013488-index.htm
HCA,8-K,2026-04-27T16:41:04-04:00,139,13,7,10,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/860730/000119312526182265/0001193125-26-182265-index.htm
CME,8-K,2026-04-27T16:38:50-04:00,142,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1156375/000115637526000022/0001156375-26-000022-index.htm
HLMN,8-K,2026-04-27T16:38:44-04:00,142,17,10,10,0,,no_market_data,+exclusive;-customer concentration,,,,,https://www.sec.gov/Archives/edgar/data/1822492/000182249226000078/0001822492-26-000078-index.htm
PACS,8-K,2026-04-27T16:36:22-04:00,144,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2001184/000200118426000011/0002001184-26-000011-index.htm
UTZ,8-K,2026-04-27T16:33:07-04:00,147,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1739566/000162828026027526/0001628280-26-027526-index.htm
VTR,8-K,2026-04-27T16:33:06-04:00,147,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/740260/000074026026000016/0000740260-26-000016-index.htm
INVL,8-K,2026-04-27T16:32:36-04:00,148,17,7,10,0,going concern,no_market_data,-going concern,,,,,https://www.sec.gov/Archives/edgar/data/2001557/000200155726000085/0002001557-26-000085-index.htm
MTDR,8-K,2026-04-27T16:31:49-04:00,149,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1520006/000152000626000008/0001520006-26-000008-index.htm
CHAR,8-K,2026-04-27T16:30:51-04:00,150,17,7,10,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/2024459/000121390026048040/0001213900-26-048040-index.htm
FGBIP,8-K,2026-04-27T16:30:17-04:00,150,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1408534/000140853426000030/0001408534-26-000030-index.htm
GTY,8-K,2026-04-27T16:30:06-04:00,150,13,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1052752/000119312526182196/0001193125-26-182196-index.htm
LC,8-K,2026-04-27T16:30:43-04:00,150,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1409970/000140997026000059/0001409970-26-000059-index.htm
LXU,8-K,2026-04-27T16:30:14-04:00,150,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/60714/000119312526182194/0001193125-26-182194-index.htm
MATX,8-K,2026-04-27T16:30:07-04:00,150,18,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/3453/000110465926049459/0001104659-26-049459-index.htm
NVAC,8-K,2026-04-27T16:30:37-04:00,150,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1859807/000121390026048039/0001213900-26-048039-index.htm
SBEV,8-K,2026-04-27T16:30:38-04:00,150,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1553788/000173112226000614/0001731122-26-000614-index.htm
WKHS,8-K,2026-04-27T16:29:49-04:00,151,18,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1425287/000162828026027522/0001628280-26-027522-index.htm
SEI,8-K,2026-04-27T16:27:55-04:00,152,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1697500/000162828026027520/0001628280-26-027520-index.htm
CI,8-K,2026-04-27T16:26:35-04:00,154,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1739940/000114036126017123/0001140361-26-017123-index.htm
UHT,8-K,2026-04-27T16:25:18-04:00,155,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/798783/000119312526182162/0001193125-26-182162-index.htm
TE-WT,8-K,2026-04-27T16:24:53-04:00,156,14,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1992243/000121390026048030/0001213900-26-048030-index.htm
CLS,8-K,2026-04-27T16:23:00-04:00,157,14,16,10,0,,no_market_data,+cash flow;+free cash flow,,,,,https://www.sec.gov/Archives/edgar/data/1030894/000103089426000030/0001030894-26-000030-index.htm
GABC,8-K,2026-04-27T16:23:23-04:00,157,21,13,10,0,,no_market_data,+dividend increase,,,,,https://www.sec.gov/Archives/edgar/data/714395/000071439526000016/0000714395-26-000016-index.htm
AOMN,8-K,2026-04-27T16:22:46-04:00,158,13,10,10,0,,est_mcap_from_sec_shares;thin_volume,,,24.9500,10861,621620442,https://www.sec.gov/Archives/edgar/data/1766478/000176647826000018/0001766478-26-000018-index.htm
CDP,8-K,2026-04-27T16:22:18-04:00,158,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/860546/000086054626000024/0000860546-26-000024-index.htm
CDR-PB,8-K,2026-04-27T16:22:01-04:00,158,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/761648/000076164826000012/0000761648-26-000012-index.htm
PRKR,8-K,2026-04-27T16:19:58-04:00,160,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/914139/000143774926013473/0001437749-26-013473-index.htm
FBK,8-K,2026-04-27T16:19:40-04:00,161,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1649749/000164974926000036/0001649749-26-000036-index.htm
SSD,8-K,2026-04-27T16:19:43-04:00,161,13,13,10,0,offering,no_market_data,+cash flow;+free cash flow;-offering,,,,,https://www.sec.gov/Archives/edgar/data/920371/000162828026027513/0001628280-26-027513-index.htm
TRUP,8-K,2026-04-27T16:18:28-04:00,162,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1371285/000137128526000083/0001371285-26-000083-index.htm
ERAS,8-K,2026-04-27T16:17:23-04:00,163,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1761918/000119312526182137/0001193125-26-182137-index.htm
MLM,8-K,2026-04-27T16:17:13-04:00,163,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/916076/000095015726000549/0000950157-26-000549-index.htm
OAK-PB,8-K,2026-04-27T16:17:05-04:00,163,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1403528/000140352826000019/0001403528-26-000019-index.htm
ASTE,8-K,2026-04-27T16:15:59-04:00,164,19,10,10,0,,est_mcap_from_sec_shares;thin_volume,,,58.7500,224994,1345363191,https://www.sec.gov/Archives/edgar/data/792987/000079298726000020/0000792987-26-000020-index.htm
LEVI,8-K,2026-04-27T16:16:01-04:00,164,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/94845/000009484526000027/0000094845-26-000027-index.htm
BSY,8-K,2026-04-27T16:15:43-04:00,165,13,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1031308/000110465926049444/0001104659-26-049444-index.htm
CHEV,8-K,2026-04-27T16:15:25-04:00,165,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1459188/000121390026048021/0001213900-26-048021-index.htm
CMG,8-K,2026-04-27T16:15:39-04:00,165,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1058090/000105809026000024/0001058090-26-000024-index.htm
FOSL,8-K,2026-04-27T16:15:21-04:00,165,13,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/883569/000088356926000032/0000883569-26-000032-index.htm
SKY,8-K,2026-04-27T16:15:14-04:00,165,17,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/90896/000119312526182121/0001193125-26-182121-index.htm
CCK,8-K,2026-04-27T16:14:07-04:00,166,17,19,10,0,,no_market_data,+cash flow;+dividend increase;+free cash flow,,,,,https://www.sec.gov/Archives/edgar/data/1219601/000162828026027502/0001628280-26-027502-index.htm
CTOS,8-K,2026-04-27T16:14:41-04:00,166,17,19,10,0,,no_market_data,+cash flow;+deleveraging;+free cash flow,,,,,https://www.sec.gov/Archives/edgar/data/1709682/000170968226000017/0001709682-26-000017-index.htm
RNGR,8-K,2026-04-27T16:13:09-04:00,167,20,19,10,0,,no_market_data,+cash flow;+free cash flow;+share repurchase;+share repurchase program,,,,,https://www.sec.gov/Archives/edgar/data/1699039/000162828026027500/0001628280-26-027500-index.htm
CBNK,8-K,2026-04-27T16:10:55-04:00,169,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1419536/000141953626000097/0001419536-26-000097-index.htm
PK,8-K,2026-04-27T16:11:02-04:00,169,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1617406/000161740626000025/0001617406-26-000025-index.htm
NVDA,8-K,2026-04-27T16:10:30-04:00,170,13,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000026/0001045810-26-000026-index.htm
SUI,8-K,2026-04-27T16:10:49-04:00,170,21,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/912593/000091259326000156/0000912593-26-000156-index.htm
XOMAP,8-K/A,2026-04-27T16:01:19-04:00,179,16,10,10,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/791908/000119312526181885/0001193125-26-181885-index.htm
RACE,6-K,2026-04-27T13:50:19-04:00,310,8,10,10,0,,no_market_data,+buyback;+multi-year,,,,,https://www.sec.gov/Archives/edgar/data/1648416/000164841626000057/0001648416-26-000057-index.htm
UBXG,6-K,2026-04-27T13:07:48-04:00,353,2,1,10,0,offering,no_market_data,+exclusive;-offering;-registered direct;-warrant,,,,,https://www.sec.gov/Archives/edgar/data/1888525/000121390026047908/0001213900-26-047908-index.htm
CVGW,4,2026-04-27T18:39:43-04:00,21,6,10,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1133470/000125085326000009/0001250853-26-000009-index.htm
GGG,4,2026-04-27T18:34:52-04:00,26,6,10,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/42888/000004288826000103/0000042888-26-000103-index.htm
JBHT,4,2026-04-27T18:24:15-04:00,36,6,10,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/728535/000118325426000003/0001183254-26-000003-index.htm
JNJ,4,2026-04-27T18:23:40-04:00,37,6,14,9,1,,no_market_data,+acquired;+form 4,,,,,https://www.sec.gov/Archives/edgar/data/200406/000020040626000113/0000200406-26-000113-index.htm
DYN,4,2026-04-27T18:15:33-04:00,45,6,10,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1818794/000157701426000004/0001577014-26-000004-index.htm
VIV,6-K,2026-04-27T17:22:01-04:00,98,13,12,9,0,,no_market_data,+buyback,,,,,https://www.sec.gov/Archives/edgar/data/1066119/000129281426002544/0001292814-26-002544-index.htm
OIOW,6-K,2026-04-27T17:20:51-04:00,100,10,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1957538/000149315226019185/0001493152-26-019185-index.htm
APAD,8-K,2026-04-27T17:15:15-04:00,105,11,9,9,0,delist;private placement,no_mcap_data;thin_volume,-delist;-private placement,,10.2800,221284,,https://www.sec.gov/Archives/edgar/data/1956439/000121390026048086/0001213900-26-048086-index.htm
NOA,6-K,2026-04-27T17:10:25-04:00,110,14,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1368519/000117184326002736/0001171843-26-002736-index.htm
NGEN,6-K,2026-04-27T17:05:57-04:00,114,13,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1751912/000110465926049508/0001104659-26-049508-index.htm
ODVWZ,6-K,2026-04-27T16:42:57-04:00,137,14,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1431852/000110465926049484/0001104659-26-049484-index.htm
CLLS,6-K,2026-04-27T16:35:05-04:00,145,13,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1627281/000117184326002734/0001171843-26-002734-index.htm
PDC,6-K,2026-04-27T16:35:50-04:00,145,6,6,9,0,offering;private placement,no_market_data,-offering;-private placement,,,,,https://www.sec.gov/Archives/edgar/data/1944399/000121390026048047/0001213900-26-048047-index.htm
VOXR,6-K,2026-04-27T16:31:21-04:00,149,14,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1907909/000165495426003960/0001654954-26-003960-index.htm
NNNN,6-K,2026-04-27T16:30:04-04:00,150,13,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1982708/000118518526001504/0001185185-26-001504-index.htm
XCH,6-K,2026-04-27T16:30:01-04:00,150,11,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1979887/000119312526182195/0001193125-26-182195-index.htm
STNG,6-K,2026-04-27T16:15:50-04:00,165,13,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1483934/000148393426000038/0001483934-26-000038-index.htm
VTMX,6-K,2026-04-27T16:14:25-04:00,166,10,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1969373/000095010326006223/0000950103-26-006223-index.htm
OTLY,6-K,2026-04-27T16:11:10-04:00,169,14,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1843586/000184358626000012/0001843586-26-000012-index.htm
SBS,6-K,2026-04-27T16:11:33-04:00,169,10,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1170858/000129281426002539/0001292814-26-002539-index.htm
TFII,6-K,2026-04-27T16:07:08-04:00,173,13,15,9,0,,no_market_data,+cash flow;+free cash flow,,,,,https://www.sec.gov/Archives/edgar/data/1588823/000119312526182067/0001193125-26-182067-index.htm
BNRG,6-K,2026-04-27T16:05:48-04:00,175,12,6,9,0,,no_market_data,-dilution,,,,,https://www.sec.gov/Archives/edgar/data/1901215/000121390026048011/0001213900-26-048011-index.htm
BBAAY,6-K,2026-04-27T16:03:25-04:00,177,10,6,9,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1577552/000110465926049424/0001104659-26-049424-index.htm
LU,6-K,2026-04-27T16:03:24-04:00,177,17,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1816007/000119312526181968/0001193125-26-181968-index.htm
CSIQ,6-K,2026-04-27T16:02:14-04:00,178,11,12,9,0,,no_market_data,+cash flow,,,,,https://www.sec.gov/Archives/edgar/data/1375877/000110465926049421/0001104659-26-049421-index.htm
CISS,6-K,2026-04-27T16:01:09-04:00,179,13,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1951067/000119312526181886/0001193125-26-181886-index.htm
MTLS,6-K,2026-04-27T16:01:34-04:00,179,11,12,9,0,,no_market_data,+buyback,,,,,https://www.sec.gov/Archives/edgar/data/1091223/000110465926049419/0001104659-26-049419-index.htm
BTCT,6-K,2026-04-27T16:00:05-04:00,180,17,9,9,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1796514/000121390026047999/0001213900-26-047999-index.htm
SCNI,6-K,2026-04-27T16:00:51-04:00,180,11,6,9,0,private placement,no_market_data,-private placement;-warrant,,,,,https://www.sec.gov/Archives/edgar/data/1611747/000121390026048002/0001213900-26-048002-index.htm
WBTN,4,2026-04-27T17:48:24-04:00,72,6,14,8,3,,no_market_data,+ceo;+form 4,,,,,https://www.sec.gov/Archives/edgar/data/1997859/000202724326000004/0002027243-26-000004-index.htm
MDAI,4,2026-04-27T17:39:17-04:00,81,6,11,8,3,,no_market_data,+ceo,,,,,https://www.sec.gov/Archives/edgar/data/1833498/000121390026048113/0001213900-26-048113-index.htm
ANTA,6-K,2026-04-27T17:00:03-04:00,120,20,8,8,0,,no_mcap_data;thin_volume,,,9.3300,7655,,https://www.sec.gov/Archives/edgar/data/2044255/000117184326002735/0001171843-26-002735-index.htm
AEYE,8-K,2026-04-27T16:19:48-04:00,161,14,5,8,0,,est_mcap_from_sec_shares;small_cap;thin_volume,+recurring revenue,,7.2800,201227,90970734,https://www.sec.gov/Archives/edgar/data/1362190/000110465926049452/0001104659-26-049452-index.htm
SNYNF,6-K,2026-04-27T12:58:10-04:00,362,6,5,8,0,,no_market_data,+intellectual property,,,,,https://www.sec.gov/Archives/edgar/data/1121404/000119312526180848/0001193125-26-180848-index.htm
ACMR,DEF 14A,2026-04-27T09:15:24-04:00,585,0,8,8,0,,est_mcap_from_sec_shares,,,53.2300,1335746,754625208,https://www.sec.gov/Archives/edgar/data/1680062/000162828026027358/0001628280-26-027358-index.htm
DRTS,6-K,2026-04-27T09:00:01-04:00,600,5,5,8,0,,no_market_data,+patent,,,,,https://www.sec.gov/Archives/edgar/data/1871321/000121390026047783/0001213900-26-047783-index.htm
KZIA,6-K,2026-04-27T08:30:33-04:00,630,2,5,8,0,private placement,no_market_data,+exclusive;-private placement,,,,,https://www.sec.gov/Archives/edgar/data/1075880/000121390026047770/0001213900-26-047770-index.htm
SLMT,6-K,2026-04-27T08:30:01-04:00,630,6,5,8,0,,no_market_data,+exclusive,,,,,https://www.sec.gov/Archives/edgar/data/1939965/000121390026047767/0001213900-26-047767-index.htm
TURB,6-K,2026-04-27T08:30:05-04:00,630,4,5,8,0,,no_market_data,+renewal,,,,,https://www.sec.gov/Archives/edgar/data/1963439/000121390026047769/0001213900-26-047769-index.htm
EVAX,6-K,2026-04-27T08:10:07-04:00,650,5,5,8,0,,no_market_data,+intellectual property,,,,,https://www.sec.gov/Archives/edgar/data/1828253/000117184326002722/0001171843-26-002722-index.htm
ACDC,DEF 14A,2026-04-27T08:00:36-04:00,660,0,8,8,0,,est_mcap_from_sec_shares,,,7.1500,1406646,1293583383,https://www.sec.gov/Archives/edgar/data/1881487/000110465926049044/0001104659-26-049044-index.htm
PPBT,6-K,2026-04-27T07:15:16-04:00,705,5,5,8,0,,no_market_data,+patent,,,,,https://www.sec.gov/Archives/edgar/data/1614744/000121390026047709/0001213900-26-047709-index.htm
AZN,6-K,2026-04-27T06:29:18-04:00,751,11,8,8,0,,no_mcap_data,+fda approval,,187.5100,2110641,,https://www.sec.gov/Archives/edgar/data/901832/000165495426003936/0001654954-26-003936-index.htm
FAST,4,2026-04-27T17:58:50-04:00,62,6,12,7,1,,no_market_data,+director;+form 4,,,,,https://www.sec.gov/Archives/edgar/data/815556/000145470826000004/0001454708-26-000004-index.htm
PNRG,4,2026-04-27T17:53:38-04:00,67,6,11,7,0,,no_market_data,+form 4,,,,,https://www.sec.gov/Archives/edgar/data/56868/000143774926013518/0001437749-26-013518-index.htm
