state,ori,county,agency_name,agency_type,nibrs,nibrs_start,lat,lon,captured_at
TX,TX0741300,FANNIN,Independent School District: Leonard,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0740600,FANNIN,Leonard Police Department,City,1,2021-01-01,33.5912,-96.1050,2026-04-27T17:54:22Z
TX,TX0740400,FANNIN,Savoy Police Department,City,1,2019-06-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0740500,FANNIN,Trenton Police Department,City,1,2023-01-01,33.5912,-96.1050,2026-04-27T17:54:22Z
TX,TX0910700,"FANNIN, GRAYSON",Whitewright Police Department,City,1,2020-02-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0750400,FAYETTE,Fayette County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0750500,FAYETTE,Fayette County Constable: Precinct 2,Other,1,2023-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0750000,FAYETTE,Fayette County Sheriff's Office,County,1,2021-01-01,29.9242,-96.8812,2026-04-27T17:54:22Z
TX,TX0750800,FAYETTE,Flatonia Police Department,City,1,2020-08-01,29.8779,-96.9212,2026-04-27T17:54:22Z
TX,TX0750100,FAYETTE,La Grange Police Department,City,1,2018-07-01,29.8779,-96.9212,2026-04-27T17:54:22Z
TX,TX0750300,FAYETTE,Schulenburg Police Department,City,1,2018-01-01,29.8779,-96.9212,2026-04-27T17:54:22Z
TX,TX0760000,FISHER,Fisher County Sheriff's Office,County,1,2022-01-01,32.7405,-100.4031,2026-04-27T17:54:22Z
TX,TX0770000,FLOYD,Floyd County Sheriff's Office,County,1,2019-02-01,34.0737,-101.3033,2026-04-27T17:54:22Z
TX,TX0770100,FLOYD,Floydada Police Department,City,1,2019-01-01,33.9867,-101.3351,2026-04-27T17:54:22Z
TX,TX0780100,FOARD,Crowell Police Department,City,1,2023-01-01,33.9633,-99.8168,2026-04-27T17:54:22Z
TX,TX0780000,FOARD,Foard County Sheriff's Office,County,1,2016-01-01,33.9633,-99.8168,2026-04-27T17:54:22Z
TX,TX0791200,FORT BEND,Arcola Police Department,City,1,2020-01-01,29.5103,-95.4664,2026-04-27T17:54:22Z
TX,TX0791700,FORT BEND,Fire Marshal's Office: Fort Bend County,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0790900,FORT BEND,Fort Bend County Constable: Precinct 1,Other,1,2024-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0790800,FORT BEND,Fort Bend County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0790600,FORT BEND,Fort Bend County Constable: Precinct 4,Other,1,2024-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0790000,FORT BEND,Fort Bend County Sheriff's Office,County,1,2018-06-01,29.5741,-95.7513,2026-04-27T17:54:22Z
TX,TX0792500,FORT BEND,Independent School District: Lamar Consolidated,Other,1,2021-05-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0792000,FORT BEND,Independent School District: Needville,Other,1,2024-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0790700,FORT BEND,Needville Police Department,City,1,2020-07-01,29.5266,-95.7710,2026-04-27T17:54:22Z
TX,TX0790200,FORT BEND,Richmond Police Department,City,1,2020-03-01,29.5836,-95.7641,2026-04-27T17:54:22Z
TX,TX0790300,FORT BEND,Rosenberg Police Department,City,1,2018-01-01,29.5266,-95.7710,2026-04-27T17:54:22Z
TX,TX0790500,FORT BEND,Sugar Land Police Department,City,1,2019-10-01,29.5266,-95.7710,2026-04-27T17:54:22Z
TX,TX0790100,"FORT BEND, HARRIS",Missouri City Police Department,City,1,2019-01-01,29.5266,-95.7710,2026-04-27T17:54:22Z
TX,TX0790400,"FORT BEND, HARRIS",Stafford Police Department,City,1,2017-01-01,29.6154,-95.5539,2026-04-27T17:54:22Z
TX,TXHPD0000,"FORT BEND, HARRIS, MONTG",Houston Police Department,City,1,2018-06-01,29.7560,-95.3670,2026-04-27T17:54:22Z
TX,TX1012700,"FORT BEND, HARRIS, WALLE",Katy Police Department,City,1,1999-01-01,29.8016,-95.8170,2026-04-27T17:54:22Z
TX,TX0800300,FRANKLIN,Franklin County Constable: Precinct 1,Other,1,2025-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0800000,FRANKLIN,Franklin County Sheriff's Office,County,1,2021-02-01,33.1758,-95.2191,2026-04-27T17:54:22Z
TX,TX0800200,FRANKLIN,Mount Vernon Police Department,City,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX2500500,"FRANKLIN, WOOD",Winnsboro Police Department,City,1,2018-08-01,32.9535,-95.2917,2026-04-27T17:54:22Z
TX,TX0810100,FREESTONE,Fairfield Police Department,City,1,2021-03-01,31.7277,-96.1606,2026-04-27T17:54:22Z
TX,TX0810000,FREESTONE,Freestone County Sheriff's Office,County,1,2019-03-01,31.7013,-96.1445,2026-04-27T17:54:22Z
TX,TX0810200,FREESTONE,Teague Police Department,City,1,2018-05-01,31.7013,-96.1445,2026-04-27T17:54:22Z
TX,TX0810300,FREESTONE,Wortham Police Department,City,1,2018-07-01,31.7013,-96.1445,2026-04-27T17:54:22Z
TX,TX1451100,"FREESTONE, LEON",Oakwood Police Department,City,1,2024-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0820300,FRIO,Dilley Police Department,City,1,2022-01-01,28.8693,-99.1088,2026-04-27T17:54:22Z
TX,TX0820000,FRIO,Frio County Sheriff's Office,County,1,2022-07-01,28.8877,-99.0918,2026-04-27T17:54:22Z
TX,TX0820100,FRIO,Pearsall Police Department,City,1,2018-06-01,28.8932,-99.0949,2026-04-27T17:54:22Z
TX,TX0830000,GAINES,Gaines County Sheriff's Office,County,1,2021-01-01,32.7190,-102.6426,2026-04-27T17:54:22Z
TX,TX0830100,GAINES,Seagraves Police Department,City,0,,32.7439,-102.6316,2026-04-27T17:54:22Z
TX,TX0830200,GAINES,Seminole Police Department,City,1,2017-09-01,32.7190,-102.6426,2026-04-27T17:54:22Z
TX,TX0843300,GALVESTON,Fire Marshal's Office: Friendswood,Other,1,2024-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0843600,GALVESTON,Fire Marshal's Office: Galveston,Other,1,2024-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0843500,GALVESTON,Fire Marshal's Office: League City,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0842500,GALVESTON,Galveston County Constable: Precinct 2,Other,1,2025-03-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0841300,GALVESTON,Galveston County Constable: Precinct 3,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0841800,GALVESTON,Galveston County Constable: Precinct 4,Other,1,2022-02-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0844100,GALVESTON,Galveston Park Board,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0843100,GALVESTON,Independent School District: Galveston,Other,1,2022-10-01,29.2284,-94.8954,2026-04-27T17:54:22Z
TX,TX0842800,GALVESTON,Independent School District: Santa Fe,Other,1,2020-11-01,29.2284,-94.8954,2026-04-27T17:54:22Z
TX,TX0841900,GALVESTON,Jamaica Beach Police Department,City,1,2019-08-01,29.2284,-94.8954,2026-04-27T17:54:22Z
TX,TX0842400,GALVESTON,Port of Galveston,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0842900,GALVESTON,Tiki Island Police Department,City,1,2024-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0840300,"GALVESTON, HARRIS",Friendswood Police Department,City,1,2019-10-01,29.2284,-94.8954,2026-04-27T17:54:22Z
TX,TX0840800,"GALVESTON, HARRIS",League City Police Department,City,1,2019-10-01,29.5025,-95.0946,2026-04-27T17:54:22Z
TX,TX0850000,GARZA,Garza County Sheriff's Office,County,1,2021-01-01,33.1981,-101.3824,2026-04-27T17:54:22Z
TX,TX0860100,GILLESPIE,Fredericksburg Police Department,City,1,2020-10-01,30.2504,-98.8479,2026-04-27T17:54:22Z
TX,TX0860000,GILLESPIE,Gillespie County Sheriff's Office,County,1,2020-10-01,30.2504,-98.8479,2026-04-27T17:54:22Z
TX,TX0870000,GLASSCOCK,Glasscock County Sheriff's Office,County,1,2018-05-01,31.8680,-101.5215,2026-04-27T17:54:22Z
TX,TX0880000,GOLIAD,Goliad County Sheriff's Office,County,1,2012-01-01,28.6659,-97.3847,2026-04-27T17:54:22Z
TX,TX0890500,GONZALES,Gonzales County Constable: Precinct 1,Other,1,2023-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0890600,GONZALES,Gonzales County Constable: Precinct 3,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0890800,GONZALES,Gonzales County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0890000,GONZALES,Gonzales County Sheriff's Office,County,1,2021-01-01,29.4687,-97.4777,2026-04-27T17:54:22Z
TX,TX0890100,GONZALES,Gonzales Police Department,City,1,2021-01-01,29.4687,-97.4777,2026-04-27T17:54:22Z
TX,TX0890900,GONZALES,Independent School District: Gonzales,Other,1,2020-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0890200,GONZALES,Nixon Police Department,City,1,2021-01-01,29.4687,-97.4777,2026-04-27T17:54:22Z
TX,TX0891000,GONZALES,Smiley Police Department,City,1,2023-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0890400,GONZALES,Waelder Police Department,City,1,2019-01-01,29.4687,-97.4777,2026-04-27T17:54:22Z
TX,TX0900400,GRAY,Gray County Constable: Precinct 1,Other,1,2023-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0900300,GRAY,Gray County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0900000,GRAY,Gray County Sheriff's Office,County,1,2019-12-01,35.5365,-100.9633,2026-04-27T17:54:22Z
TX,TX0900200,GRAY,Pampa Police Department,City,1,2016-12-01,35.4025,-100.8124,2026-04-27T17:54:22Z
TX,TX0910900,GRAYSON,Bells Police Department,City,1,2019-05-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0910100,GRAYSON,Collinsville Police Department,City,1,2020-02-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0910200,GRAYSON,Denison Police Department,City,1,2019-04-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0911100,GRAYSON,Grayson County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0910800,GRAYSON,Grayson County Constable: Precinct 2,Other,1,2025-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0911300,GRAYSON,Grayson County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0910000,GRAYSON,Grayson County Sheriff's Office,County,1,2020-12-01,33.6353,-96.6102,2026-04-27T17:54:22Z
TX,TX0911000,GRAYSON,Howe Police Department,City,1,2020-08-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0910300,GRAYSON,Pottsboro Police Department,City,1,2023-01-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0910400,GRAYSON,Sherman Police Department,City,1,2019-09-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0910500,GRAYSON,Van Alstyne Police Department,City,1,2021-01-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0910600,GRAYSON,Whitesboro Police Department,City,1,2023-01-01,33.6245,-96.6757,2026-04-27T17:54:22Z
TX,TX0920700,GREGG,Gregg County Constable: Precinct 1,Other,1,2023-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0921000,GREGG,Gregg County Constable: Precinct 2,Other,1,2023-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0921100,GREGG,Gregg County Constable: Precinct 3,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0921200,GREGG,Gregg County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0920000,GREGG,Gregg County Sheriff's Office,County,1,2021-01-01,32.4864,-94.8163,2026-04-27T17:54:22Z
TX,TX0920800,GREGG,Kilgore College,University or Co,1,2019-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0921500,GREGG,Lakeport Police Department,City,1,2019-03-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0920600,GREGG,White Oak Police Department,City,1,2019-10-01,32.5213,-94.8610,2026-04-27T17:54:22Z
TX,TX0920500,"GREGG, HARRISON",Longview Police Department,City,1,2005-01-01,32.4864,-94.8163,2026-04-27T17:54:22Z
TX,TX0920400,"GREGG, RUSK",Kilgore Police Department,City,1,2018-01-01,32.4864,-94.8163,2026-04-27T17:54:22Z
TX,TX0920200,"GREGG, UPSHUR",Gladewater Police Department,City,1,2018-10-01,32.5316,-94.9497,2026-04-27T17:54:22Z
TX,TX0930200,GRIMES,Grimes County Constable: Precinct 1,Other,1,2025-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0930300,GRIMES,Grimes County Constable: Precinct 2,Other,1,2025-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0930400,GRIMES,Grimes County Constable: Precinct 3 & 4,Other,1,2025-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0930000,GRIMES,Grimes County Sheriff's Office,County,1,2020-10-01,30.5432,-95.9881,2026-04-27T17:54:22Z
TX,TX0930100,GRIMES,Navasota Police Department,City,1,2018-02-01,30.5432,-95.9881,2026-04-27T17:54:22Z
TX,TX0930800,GRIMES,Todd Mission Police Department,City,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0940600,GUADALUPE,Cibolo Police Department,City,1,2019-07-01,29.5835,-97.9489,2026-04-27T17:54:22Z
TX,TX0940000,GUADALUPE,Guadalupe County Sheriff's Office,County,0,,29.6020,-97.9701,2026-04-27T17:54:22Z
TX,TX0940100,GUADALUPE,Marion Police Department,City,1,2020-08-01,29.5835,-97.9489,2026-04-27T17:54:22Z
TX,TX0941400,GUADALUPE,Santa Clara Police Department,City,1,2025-06-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0940300,GUADALUPE,Seguin Police Department,City,1,2018-10-01,29.5718,-97.9696,2026-04-27T17:54:22Z
TX,TX0950200,HALE,Hale Center Police Department,City,1,2023-01-01,34.0684,-101.8229,2026-04-27T17:54:22Z
TX,TX0950700,HALE,Hale County Constable: Precinct 3,Other,1,2025-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0950000,HALE,Hale County Sheriff's Office,County,0,,34.1599,-101.7085,2026-04-27T17:54:22Z
TX,TX0950300,HALE,Petersburg Police Department,City,1,2018-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0950400,HALE,Plainview Police Department,City,1,2018-01-01,34.1896,-101.7032,2026-04-27T17:54:22Z
TX,TX0950100,"HALE, LUBBOCK",Abernathy Police Department,City,1,2019-11-01,34.0684,-101.8229,2026-04-27T17:54:22Z
TX,TX0960200,HALL,Estelline Police Department,City,1,2023-08-01,34.4532,-100.5763,2026-04-27T17:54:22Z
TX,TX0960000,HALL,Hall County Sheriff's Office,County,1,2018-01-01,34.4532,-100.5763,2026-04-27T17:54:22Z
TX,TX0960100,HALL,Memphis Police Department,City,1,2018-07-01,34.4532,-100.5763,2026-04-27T17:54:22Z
TX,TX0970000,HAMILTON,Hamilton County Sheriff's Office,County,1,2019-09-01,31.6949,-98.1276,2026-04-27T17:54:22Z
TX,TX0970100,HAMILTON,Hamilton Police Department,City,1,2018-05-01,31.7070,-98.1118,2026-04-27T17:54:22Z
TX,TX0970500,HAMILTON,Hico Police Department,City,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0970600,HAMILTON,Independent School District: Jonesboro,Other,1,2020-08-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0980000,HANSFORD,Hansford County Sheriff's Office,County,1,2019-02-01,36.2728,-101.3569,2026-04-27T17:54:22Z
TX,TX0980200,HANSFORD,Spearman Police Department,City,1,2018-06-01,36.2728,-101.3569,2026-04-27T17:54:22Z
TX,TX0990100,HARDEMAN,Chillicothe Police Department,City,1,2024-01-01,34.2899,-99.7457,2026-04-27T17:54:22Z
TX,TX0990000,HARDEMAN,Hardeman County Sheriff's Office,County,1,2015-06-01,34.2899,-99.7457,2026-04-27T17:54:22Z
TX,TX1000400,HARDIN,Hardin County Constable: Precinct 1,Other,1,2024-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1000500,HARDIN,Hardin County Constable: Precinct 2,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1000700,HARDIN,Hardin County Constable: Precinct 4,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1000000,HARDIN,Hardin County Sheriff's Office,County,1,2020-07-01,30.3296,-94.3931,2026-04-27T17:54:22Z
TX,TX1001400,HARDIN,Independent School District: Kountze,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1001200,HARDIN,Independent School District: Silsbee,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1001300,HARDIN,Independent School District: West Hardin,Other,1,2022-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1000100,HARDIN,Kountze Police Department,City,1,2021-01-01,30.3296,-94.3931,2026-04-27T17:54:22Z
TX,TX1000900,HARDIN,Lumberton Police Department,City,1,2010-08-01,30.2660,-94.1987,2026-04-27T17:54:22Z
TX,TX1000200,HARDIN,Silsbee Police Department,City,1,2017-01-01,30.3380,-94.1829,2026-04-27T17:54:22Z
TX,TX1000300,HARDIN,Sour Lake Police Department,City,1,2019-01-01,30.3296,-94.3931,2026-04-27T17:54:22Z
TX,TX1018900,HARRIS,Fire Marshal's Office: Jersey Village,Other,1,2025-03-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1017900,HARRIS,Fire Marshal's Office: Nassau Bay,Other,1,2025-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1019100,HARRIS,Fire Marshal's Office: Webster,Other,1,2024-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1017300,HARRIS,Independent School District: Aldine,Other,1,2017-02-01,29.9350,-95.3541,2026-04-27T17:54:22Z
TX,TX1018600,HARRIS,Independent School District: Cypress-Fairbanks,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1018500,HARRIS,Independent School District: Galena Park,Other,1,2025-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1018800,HARRIS,Independent School District: Goose Creek Consoli,Other,1,2023-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1017800,HARRIS,Independent School District: Humble,Other,1,2020-12-01,29.8573,-95.3930,2026-04-27T17:54:22Z
TX,TX1017200,HARRIS,Independent School District: Pasadena,Other,1,2019-03-01,29.6770,-95.1903,2026-04-27T17:54:22Z
TX,TX1017100,HARRIS,Independent School District: Spring,Other,1,2018-10-01,30.0058,-95.4287,2026-04-27T17:54:22Z
TX,TX1017000,HARRIS,Independent School District: Spring Branch,Other,1,2020-10-01,29.7984,-95.5126,2026-04-27T17:54:22Z
TX,TX101769E,HARRIS,St. Thomas University,University or Co,1,2020-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX2370200,"HARRIS, WALLER",Waller Police Department,City,1,2018-02-01,30.0136,-95.9821,2026-04-27T17:54:22Z
TX,TX1020100,HARRISON,Hallsville Police Department,City,1,2019-07-01,32.5480,-94.3744,2026-04-27T17:54:22Z
TX,TX1020000,HARRISON,Harrison County Sheriff's Office,County,1,2018-07-01,32.5480,-94.3744,2026-04-27T17:54:22Z
TX,TX1021300,HARRISON,Independent School District: Hallsville,Other,1,2021-01-01,32.5480,-94.3744,2026-04-27T17:54:22Z
TX,TX1020200,HARRISON,Marshall Police Department,City,1,2020-04-01,32.5480,-94.3744,2026-04-27T17:54:22Z
TX,TX1020500,HARRISON,Waskom Police Department,City,1,2024-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1030000,HARTLEY,Hartley County Sheriff's Office,County,1,2020-01-01,35.8402,-102.6100,2026-04-27T17:54:22Z
TX,TX1040000,HASKELL,Haskell County Sheriff's Office,County,1,2020-03-01,33.1760,-99.7308,2026-04-27T17:54:22Z
TX,TX1040100,HASKELL,Haskell Police Department,City,1,2019-07-01,33.1760,-99.7308,2026-04-27T17:54:22Z
TX,TX1270400,"HASKELL, JONES",Stamford Police Department,City,1,2021-01-01,32.7437,-99.8744,2026-04-27T17:54:22Z
TX,TX1051200,HAYS,Buda Police Department,City,1,2020-10-01,30.0612,-98.0293,2026-04-27T17:54:22Z
TX,TX1050200,HAYS,Hays County Constable: Precinct 1,Other,1,2025-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1050400,HAYS,Hays County Constable: Precinct 2,Other,1,2025-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1050500,HAYS,Hays County Constable: Precinct 3,Other,1,2025-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1051100,HAYS,Hays County Constable: Precinct 4,Other,1,2025-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1050600,HAYS,Hays County Constable: Precinct 5,Other,1,2025-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1050000,HAYS,Hays County Sheriff's Office,County,1,2020-09-01,29.8953,-97.9042,2026-04-27T17:54:22Z
TX,TX1050700,HAYS,Kyle Police Department,City,1,2018-06-01,30.0612,-98.0293,2026-04-27T17:54:22Z
TX,TX1050100,HAYS,San Marcos Police Department,City,1,2018-12-01,30.0612,-98.0293,2026-04-27T17:54:22Z
TX,TX1050300,HAYS,Texas State University: San Marcos,University or Co,1,2019-11-01,29.8858,-97.9378,2026-04-27T17:54:22Z
TX,TX2270100,"HAYS, TRAVIS, WILLIAMSON",Austin Police Department,City,1,2019-01-01,30.2680,-97.7353,2026-04-27T17:54:22Z
TX,TX1060000,HEMPHILL,Hemphill County Sheriff's Office,County,1,2019-01-01,35.8162,-100.2848,2026-04-27T17:54:22Z
TX,TX1070100,HENDERSON,Athens Police Department,City,1,2018-01-01,32.2086,-95.8564,2026-04-27T17:54:22Z
TX,TX1070900,HENDERSON,Caney City Police Department,City,1,2024-06-01,32.2116,-95.8534,2026-04-27T17:54:22Z
TX,TX1070600,HENDERSON,Chandler Police Department,City,1,2019-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1071100,HENDERSON,Eustace Police Department,City,1,2023-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1070700,HENDERSON,Gun Barrel City Police Department,City,1,2018-06-01,32.2116,-95.8534,2026-04-27T17:54:22Z
TX,TX1070300,HENDERSON,Henderson County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1071400,HENDERSON,Henderson County Constable: Precinct 4,Other,1,2025-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1070000,HENDERSON,Henderson County Sheriff's Office,County,1,2021-07-01,32.2066,-95.8467,2026-04-27T17:54:22Z
TX,TX1070200,HENDERSON,Malakoff Police Department,City,1,2024-10-01,32.2116,-95.8534,2026-04-27T17:54:22Z
TX,TX1071000,HENDERSON,Tool Police Department,City,1,2018-06-01,32.2116,-95.8534,2026-04-27T17:54:22Z
TX,TX1071800,HENDERSON,Trinidad Police Department,City,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1070400,HENDERSON,Trinity Valley Community College,University or Co,1,2018-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1070500,"HENDERSON, KAUFMAN",Seven Points Police Department,City,1,2020-10-01,32.2116,-95.8534,2026-04-27T17:54:22Z
TX,TX1290400,"HENDERSON, KAUFMAN, VAN ",Mabank Police Department,City,1,2024-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1082300,HIDALGO,Alton Police Department,City,1,2019-09-01,26.3964,-98.1810,2026-04-27T17:54:22Z
TX,TX1084400,HIDALGO,Fire Marshal's Office: Edinburg,Other,1,2024-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1082800,HIDALGO,Independent School District: Donna,Other,1,2024-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1082500,HIDALGO,Independent School District: Edinburg,Other,1,2020-12-01,26.3065,-98.1482,2026-04-27T17:54:22Z
TX,TX1082600,HIDALGO,Independent School District: McAllen,Other,1,2020-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1084500,HIDALGO,Independent School District: South Texas,Other,1,2025-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1083500,HIDALGO,Palmhurst Police Department,City,1,2019-10-01,26.2572,-98.2780,2026-04-27T17:54:22Z
TX,TX1083000,HIDALGO,Penitas Police Department,City,1,2019-01-01,26.3964,-98.1810,2026-04-27T17:54:22Z
TX,TX1082400,HIDALGO,Progreso Police Department,City,1,2025-06-01,26.3964,-98.1810,2026-04-27T17:54:22Z
TX,TX1083800,HIDALGO,South Texas College,University or Co,1,2024-05-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1083200,HIDALGO,Sullivan City Police Department,City,1,2019-10-01,26.3964,-98.1810,2026-04-27T17:54:22Z
TX,TX1084100,HIDALGO,University of Texas: Rio Grande Valley,University or Co,1,2020-02-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1090700,HILL,Hill County Constable: Precinct 1,Other,1,2025-03-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1091200,HILL,Hill County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1090000,HILL,Hill County Sheriff's Office,County,1,2018-06-01,31.9827,-97.1307,2026-04-27T17:54:22Z
TX,TX1090100,HILL,Hillsboro Police Department,City,1,2018-03-01,31.9827,-97.1307,2026-04-27T17:54:22Z
TX,TX1090200,HILL,Hubbard Police Department,City,0,,31.9827,-97.1307,2026-04-27T17:54:22Z
TX,TX1091300,HILL,Independent School District: Aquilla,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1091500,HILL,Independent School District: Covington,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1090300,HILL,Itasca Police Department,City,1,2019-07-01,32.1600,-97.1504,2026-04-27T17:54:22Z
TX,TX1090600,HILL,Whitney Police Department,City,1,2020-02-01,31.9487,-97.3213,2026-04-27T17:54:22Z
TX,TX1100500,HOCKLEY,Anton Police Department,City,1,2023-08-01,33.6059,-102.3434,2026-04-27T17:54:22Z
TX,TX1100000,HOCKLEY,Hockley County Sheriff's Office,County,1,2019-04-01,33.5793,-102.3778,2026-04-27T17:54:22Z
TX,TX1101100,HOCKLEY,Independent School District: Ropes,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1100100,HOCKLEY,Levelland Police Department,City,1,2018-10-01,33.5793,-102.3778,2026-04-27T17:54:22Z
TX,TX1100400,HOCKLEY,South Plains College,University or Co,1,2021-01-01,33.5785,-102.3678,2026-04-27T17:54:22Z
