kind,ticker,name,form,filed,period,accession,captured_at
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K,2026-04-27,2026-04-27,0001437749-26-013378:ex_949739.htm,2026-04-27T22:51:04Z
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K,2026-04-27,2026-04-27,0001437749-26-013378:mpti20260423_8k.htm,2026-04-27T22:51:04Z
private_placement,,"QuasarEdge Acquisition Corp  (QRED, QRED-UN)  (CIK 0002085177)",8-K,2026-04-27,2026-04-21,0001829126-26-003988:quasaredgeacq_ex99-1.htm,2026-04-27T22:51:04Z
pipe_financing,GNLN,"Greenlane Holdings, Inc.  (GNLN)  (CIK 0001743745)",8-K,2026-04-27,2026-04-21,0001493152-26-019078:ex99-2.htm,2026-04-27T22:51:04Z
pipe_financing,GNLN,"Greenlane Holdings, Inc.  (GNLN)  (CIK 0001743745)",8-K,2026-04-27,2026-04-21,0001493152-26-019078:form8-k.htm,2026-04-27T22:51:04Z
pipe_financing,GNLN,"Greenlane Holdings, Inc.  (GNLN)  (CIK 0001743745)",8-K,2026-04-27,2026-04-21,0001493152-26-019078:ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,SEI,"Solaris Energy Infrastructure, Inc.  (SEI)  (CIK 0001697500)",8-K,2026-04-27,2026-04-27,0001628280-26-027520:sei-ex99x3312026.htm,2026-04-27T22:51:04Z
atm_offering,,"Strategy Inc  (MSTR, STRC, STRD, STRF, STRK)  (CIK 0001050446)",8-K,2026-04-27,2026-04-27,0001193125-26-178994:mstr-20260223.htm,2026-04-27T22:51:04Z
rights_offering,FAST,FASTENAL CO  (FAST)  (CIK 0000815556),8-K,2026-04-24,2026-04-23,0000815556-26-000025:exhibit102-nonxemployeedir.htm,2026-04-27T22:51:04Z
rights_offering,HLX,HELIX ENERGY SOLUTIONS GROUP INC  (HLX)  (CIK 0000866829),8-K,2026-04-24,2026-04-22,0001140361-26-016767:ef20071301_ex4-2.htm,2026-04-27T22:51:04Z
rights_offering,,"BIO-RAD LABORATORIES, INC.  (BIO, BIO-B)  (CIK 0000012208)",8-K,2026-04-24,2026-04-21,0000012208-26-000024:ex-101.htm,2026-04-27T22:51:04Z
rights_offering,HLX,HELIX ENERGY SOLUTIONS GROUP INC  (HLX)  (CIK 0000866829),8-K,2026-04-24,2026-04-22,0001140361-26-016767:ef20071301_ex2-1.htm,2026-04-27T22:51:04Z
private_placement,,"Inflection Point Acquisition Corp. III  (IPCX, IPCXR, IPCXU)  (CIK 0002012318)",8-K,2026-04-24,2026-04-24,0001213900-26-047623:ea028768701ex10-2.htm,2026-04-27T22:51:04Z
private_placement,JATT,JATT II Acquisition Corp.  (JATT)  (CIK 0002112446),8-K,2026-04-24,2026-04-24,0001213900-26-047610:ea028755501ex99-1.htm,2026-04-27T22:51:04Z
private_placement,JATT,JATT II Acquisition Corp.  (JATT)  (CIK 0002112446),8-K,2026-04-24,2026-04-24,0001213900-26-047610:ea0287555-8k_jatt2.htm,2026-04-27T22:51:04Z
