cik,company,form,filed_at,description,link,captured_at
0002114227,Churchill Capital Corp XII (0002114227) (Filer),S-1,2026-04-24T06:10:32-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001213900-26-047229 <b>Size:</b> 6 MB,https://www.sec.gov/Archives/edgar/data/2114227/000121390026047229/0001213900-26-047229-index.htm,2026-04-27T23:05:37Z
0002114227,Churchill Capital Corp XII (0002114227) (Filer),S-1/A,2026-04-24T06:10:32-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001213900-26-047229 <b>Size:</b> 6 MB,https://www.sec.gov/Archives/edgar/data/2114227/000121390026047229/0001213900-26-047229-index.htm,2026-04-27T23:05:37Z
0001976695,Mobile-health Network Solutions (0001976695) (Filer),F-1,2026-04-23T21:58:50-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018824 <b>Size:</b> 421 KB,https://www.sec.gov/Archives/edgar/data/1976695/000149315226018824/0001493152-26-018824-index.htm,2026-04-27T23:05:37Z
0001976695,Mobile-health Network Solutions (0001976695) (Filer),F-1/A,2026-04-23T21:58:50-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018824 <b>Size:</b> 421 KB,https://www.sec.gov/Archives/edgar/data/1976695/000149315226018824/0001493152-26-018824-index.htm,2026-04-27T23:05:37Z
0002088896,"X-Energy, Inc. (0002088896) (Filer)",S-1,2026-04-23T21:37:17-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001104659-26-047980 <b>Size:</b> 188 KB,https://www.sec.gov/Archives/edgar/data/2088896/000110465926047980/0001104659-26-047980-index.htm,2026-04-27T23:05:37Z
0002122505,Irenic Acquisition Corp. (0002122505) (Filer),S-1,2026-04-23T18:55:53-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001104659-26-047925 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2122505/000110465926047925/0001104659-26-047925-index.htm,2026-04-27T23:05:37Z
0002122505,Irenic Acquisition Corp. (0002122505) (Filer),S-1/A,2026-04-23T18:55:53-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001104659-26-047925 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2122505/000110465926047925/0001104659-26-047925-index.htm,2026-04-27T23:05:37Z
0002044817,CH4 Natural Solutions Corp (0002044817) (Filer),S-1,2026-04-23T18:45:50-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001193125-26-174250 <b>Size:</b> 6 MB,https://www.sec.gov/Archives/edgar/data/2044817/000119312526174250/0001193125-26-174250-index.htm,2026-04-27T23:05:37Z
0002044817,CH4 Natural Solutions Corp (0002044817) (Filer),S-1/A,2026-04-23T18:45:50-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001193125-26-174250 <b>Size:</b> 6 MB,https://www.sec.gov/Archives/edgar/data/2044817/000119312526174250/0001193125-26-174250-index.htm,2026-04-27T23:05:37Z
0001083220,"XCel Brands, Inc. (0001083220) (Filer)",S-1,2026-04-23T17:45:26-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001104659-26-047895 <b>Size:</b> 491 KB,https://www.sec.gov/Archives/edgar/data/1083220/000110465926047895/0001104659-26-047895-index.htm,2026-04-27T23:05:37Z
0001083220,"XCel Brands, Inc. (0001083220) (Filer)",S-1/A,2026-04-23T17:45:26-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001104659-26-047895 <b>Size:</b> 491 KB,https://www.sec.gov/Archives/edgar/data/1083220/000110465926047895/0001104659-26-047895-index.htm,2026-04-27T23:05:37Z
0002097986,Forefront Tech Holdings Acquisition Corp (0002097986) (Filer),S-1,2026-04-23T17:27:56-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-047156 <b>Size:</b> 9 MB,https://www.sec.gov/Archives/edgar/data/2097986/000121390026047156/0001213900-26-047156-index.htm,2026-04-27T23:05:37Z
0002097986,Forefront Tech Holdings Acquisition Corp (0002097986) (Filer),S-1/A,2026-04-23T17:27:56-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-047156 <b>Size:</b> 9 MB,https://www.sec.gov/Archives/edgar/data/2097986/000121390026047156/0001213900-26-047156-index.htm,2026-04-27T23:05:37Z
0002033770,"CID Holdco, Inc. (0002033770) (Filer)",S-1,2026-04-23T17:27:10-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-047154 <b>Size:</b> 8 MB,https://www.sec.gov/Archives/edgar/data/2033770/000121390026047154/0001213900-26-047154-index.htm,2026-04-27T23:05:37Z
0001590418,FOCUS UNIVERSAL INC. (0001590418) (Filer),S-1,2026-04-23T17:20:41-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001683168-26-003166 <b>Size:</b> 9 MB,https://www.sec.gov/Archives/edgar/data/1590418/000168316826003166/0001683168-26-003166-index.htm,2026-04-27T23:05:37Z
0002101698,Elmet Group Co. (0002101698) (Filer),424B4,2026-04-23T17:19:15-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-047144 <b>Size:</b> 19 MB,https://www.sec.gov/Archives/edgar/data/2101698/000121390026047144/0001213900-26-047144-index.htm,2026-04-27T23:05:37Z
0001828673,HCW Biologics Inc. (0001828673) (Filer),S-1,2026-04-23T17:12:45-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001493152-26-018758 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/1828673/000149315226018758/0001493152-26-018758-index.htm,2026-04-27T23:05:37Z
0002118032,Research Alliance Corp III (0002118032) (Filer),S-1,2026-04-23T17:05:20-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001193125-26-173973 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2118032/000119312526173973/0001193125-26-173973-index.htm,2026-04-27T23:05:37Z
0002118032,Research Alliance Corp III (0002118032) (Filer),S-1/A,2026-04-23T17:05:20-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001193125-26-173973 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2118032/000119312526173973/0001193125-26-173973-index.htm,2026-04-27T23:05:37Z
0002026053,"PERSHING SQUARE HOLDCO, L.P. (0002026053) (Filer)",S-1,2026-04-23T16:55:17-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001140361-26-016419 <b>Size:</b> 9 MB,https://www.sec.gov/Archives/edgar/data/2026053/000114036126016419/0001140361-26-016419-index.htm,2026-04-27T23:05:37Z
0002026053,"PERSHING SQUARE HOLDCO, L.P. (0002026053) (Filer)",S-1/A,2026-04-23T16:55:17-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001140361-26-016419 <b>Size:</b> 9 MB,https://www.sec.gov/Archives/edgar/data/2026053/000114036126016419/0001140361-26-016419-index.htm,2026-04-27T23:05:37Z
0002079272,Lakewood-Amedex Biotherapeutics Inc. (0002079272) (Filer),424B4,2026-04-23T16:48:24-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-047113 <b>Size:</b> 13 MB,https://www.sec.gov/Archives/edgar/data/2079272/000121390026047113/0001213900-26-047113-index.htm,2026-04-27T23:05:37Z
0001816017,"Spire Global, Inc. (0001816017) (Filer)",S-1,2026-04-23T16:33:18-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001193125-26-173846 <b>Size:</b> 717 KB,https://www.sec.gov/Archives/edgar/data/1816017/000119312526173846/0001193125-26-173846-index.htm,2026-04-27T23:05:37Z
0002093507,Greenland Energy Co (0002093507) (Filer),S-1,2026-04-23T16:23:15-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001829126-26-003806 <b>Size:</b> 10 MB,https://www.sec.gov/Archives/edgar/data/2093507/000182912626003806/0001829126-26-003806-index.htm,2026-04-27T23:05:37Z
0002093507,Greenland Energy Co (0002093507) (Filer),S-1/A,2026-04-23T16:23:15-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001829126-26-003806 <b>Size:</b> 10 MB,https://www.sec.gov/Archives/edgar/data/2093507/000182912626003806/0001829126-26-003806-index.htm,2026-04-27T23:05:37Z
0001966750,Zhibao Technology Inc. (0001966750) (Filer),F-1,2026-04-23T16:16:55-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-047092 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/1966750/000121390026047092/0001213900-26-047092-index.htm,2026-04-27T23:05:37Z
0001893645,Polyrizon Ltd. (0001893645) (Filer),F-1,2026-04-23T16:15:52-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-047091 <b>Size:</b> 521 KB,https://www.sec.gov/Archives/edgar/data/1893645/000121390026047091/0001213900-26-047091-index.htm,2026-04-27T23:05:37Z
0002027329,Optimi Health Corp. (0002027329) (Filer),F-1,2026-04-23T16:06:00-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001193125-26-173667 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2027329/000119312526173667/0001193125-26-173667-index.htm,2026-04-27T23:05:37Z
0002027329,Optimi Health Corp. (0002027329) (Filer),F-1/A,2026-04-23T16:06:00-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001193125-26-173667 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2027329/000119312526173667/0001193125-26-173667-index.htm,2026-04-27T23:05:37Z
0001540171,Avalyn Pharma Inc. (0001540171) (Filer),S-1,2026-04-23T16:01:41-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001193125-26-173632 <b>Size:</b> 31 MB,https://www.sec.gov/Archives/edgar/data/1540171/000119312526173632/0001193125-26-173632-index.htm,2026-04-27T23:05:37Z
0001540171,Avalyn Pharma Inc. (0001540171) (Filer),S-1/A,2026-04-23T16:01:41-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001193125-26-173632 <b>Size:</b> 31 MB,https://www.sec.gov/Archives/edgar/data/1540171/000119312526173632/0001193125-26-173632-index.htm,2026-04-27T23:05:37Z
0001851491,AMASS BRANDS (0001851491) (Filer),S-1,2026-04-23T15:32:12-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001575872-26-000258 <b>Size:</b> 3 MB,https://www.sec.gov/Archives/edgar/data/1851491/000157587226000258/0001575872-26-000258-index.htm,2026-04-27T23:05:37Z
0001851491,AMASS BRANDS (0001851491) (Filer),S-1/A,2026-04-23T15:32:12-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001575872-26-000258 <b>Size:</b> 3 MB,https://www.sec.gov/Archives/edgar/data/1851491/000157587226000258/0001575872-26-000258-index.htm,2026-04-27T23:05:37Z
0002107166,RWB Health Inc. (0002107166) (Filer),S-1,2026-04-23T14:03:29-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001477932-26-002484 <b>Size:</b> 475 KB,https://www.sec.gov/Archives/edgar/data/2107166/000147793226002484/0001477932-26-002484-index.htm,2026-04-27T23:05:37Z
0002107166,RWB Health Inc. (0002107166) (Filer),S-1/A,2026-04-23T14:03:29-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001477932-26-002484 <b>Size:</b> 475 KB,https://www.sec.gov/Archives/edgar/data/2107166/000147793226002484/0001477932-26-002484-index.htm,2026-04-27T23:05:37Z
0002078037,GreenVector Holdings Ltd (0002078037) (Filer),F-1,2026-04-23T10:17:02-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001493152-26-018652 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2078037/000149315226018652/0001493152-26-018652-index.htm,2026-04-27T23:05:37Z
0002078037,GreenVector Holdings Ltd (0002078037) (Filer),F-1/A,2026-04-23T10:17:02-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001493152-26-018652 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2078037/000149315226018652/0001493152-26-018652-index.htm,2026-04-27T23:05:37Z
0002097163,Xanadu Quantum Technologies Ltd (0002097163) (Filer),F-1,2026-04-23T08:30:53-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001213900-26-046889 <b>Size:</b> 5 MB,https://www.sec.gov/Archives/edgar/data/2097163/000121390026046889/0001213900-26-046889-index.htm,2026-04-27T23:05:37Z
0001859836,"Yesway, Inc. (0001859836) (Filer)",424B4,2026-04-23T06:55:51-04:00,<b>Filed:</b> 2026-04-23 <b>AccNo:</b> 0001104659-26-047210 <b>Size:</b> 10 MB,https://www.sec.gov/Archives/edgar/data/1859836/000110465926047210/0001104659-26-047210-index.htm,2026-04-27T23:05:37Z
