ticker,momentum_score,form,updated_utc,recency_min,link
ASTE,31,8-K,2026-04-27T16:15:59-04:00,164,https://www.sec.gov/Archives/edgar/data/792987/000079298726000020/0000792987-26-000020-index.htm
LEVI,31,8-K,2026-04-27T16:16:01-04:00,164,https://www.sec.gov/Archives/edgar/data/94845/000009484526000027/0000094845-26-000027-index.htm
BAH,31,8-K,2026-04-27T16:15:16-04:00,165,https://www.sec.gov/Archives/edgar/data/1443646/000144364626000007/0001443646-26-000007-index.htm
BSY,31,8-K,2026-04-27T16:15:43-04:00,165,https://www.sec.gov/Archives/edgar/data/1031308/000110465926049444/0001104659-26-049444-index.htm
CHEV,31,8-K,2026-04-27T16:15:25-04:00,165,https://www.sec.gov/Archives/edgar/data/1459188/000121390026048021/0001213900-26-048021-index.htm
CMG,31,8-K,2026-04-27T16:15:39-04:00,165,https://www.sec.gov/Archives/edgar/data/1058090/000105809026000024/0001058090-26-000024-index.htm
FOSL,31,8-K,2026-04-27T16:15:21-04:00,165,https://www.sec.gov/Archives/edgar/data/883569/000088356926000032/0000883569-26-000032-index.htm
SKY,31,8-K,2026-04-27T16:15:14-04:00,165,https://www.sec.gov/Archives/edgar/data/90896/000119312526182121/0001193125-26-182121-index.htm
STNG,31,6-K,2026-04-27T16:15:50-04:00,165,https://www.sec.gov/Archives/edgar/data/1483934/000148393426000038/0001483934-26-000038-index.htm
CCK,31,8-K,2026-04-27T16:14:07-04:00,166,https://www.sec.gov/Archives/edgar/data/1219601/000162828026027502/0001628280-26-027502-index.htm
CTOS,31,8-K,2026-04-27T16:14:41-04:00,166,https://www.sec.gov/Archives/edgar/data/1709682/000170968226000017/0001709682-26-000017-index.htm
VTMX,31,6-K,2026-04-27T16:14:25-04:00,166,https://www.sec.gov/Archives/edgar/data/1969373/000095010326006223/0000950103-26-006223-index.htm
RNGR,31,8-K,2026-04-27T16:13:09-04:00,167,https://www.sec.gov/Archives/edgar/data/1699039/000162828026027500/0001628280-26-027500-index.htm
AMKR,31,8-K,2026-04-27T16:11:18-04:00,169,https://www.sec.gov/Archives/edgar/data/1047127/000104712726000017/0001047127-26-000017-index.htm
CBNK,31,8-K,2026-04-27T16:10:55-04:00,169,https://www.sec.gov/Archives/edgar/data/1419536/000141953626000097/0001419536-26-000097-index.htm
OTLY,31,6-K,2026-04-27T16:11:10-04:00,169,https://www.sec.gov/Archives/edgar/data/1843586/000184358626000012/0001843586-26-000012-index.htm
PK,31,8-K,2026-04-27T16:11:02-04:00,169,https://www.sec.gov/Archives/edgar/data/1617406/000161740626000025/0001617406-26-000025-index.htm
SBS,31,6-K,2026-04-27T16:11:33-04:00,169,https://www.sec.gov/Archives/edgar/data/1170858/000129281426002539/0001292814-26-002539-index.htm
NVDA,31,8-K,2026-04-27T16:10:30-04:00,170,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000026/0001045810-26-000026-index.htm
SUI,31,8-K,2026-04-27T16:10:49-04:00,170,https://www.sec.gov/Archives/edgar/data/912593/000091259326000156/0000912593-26-000156-index.htm
BNRG,31,6-K,2026-04-27T16:05:48-04:00,175,https://www.sec.gov/Archives/edgar/data/1901215/000121390026048011/0001213900-26-048011-index.htm
BBAAY,31,6-K,2026-04-27T16:03:25-04:00,177,https://www.sec.gov/Archives/edgar/data/1577552/000110465926049424/0001104659-26-049424-index.htm
LU,31,6-K,2026-04-27T16:03:24-04:00,177,https://www.sec.gov/Archives/edgar/data/1816007/000119312526181968/0001193125-26-181968-index.htm
CSIQ,31,6-K,2026-04-27T16:02:14-04:00,178,https://www.sec.gov/Archives/edgar/data/1375877/000110465926049421/0001104659-26-049421-index.htm
CISS,31,6-K,2026-04-27T16:01:09-04:00,179,https://www.sec.gov/Archives/edgar/data/1951067/000119312526181886/0001193125-26-181886-index.htm
MTLS,31,6-K,2026-04-27T16:01:34-04:00,179,https://www.sec.gov/Archives/edgar/data/1091223/000110465926049419/0001104659-26-049419-index.htm
BTCT,31,6-K,2026-04-27T16:00:05-04:00,180,https://www.sec.gov/Archives/edgar/data/1796514/000121390026047999/0001213900-26-047999-index.htm
SCNI,31,6-K,2026-04-27T16:00:51-04:00,180,https://www.sec.gov/Archives/edgar/data/1611747/000121390026048002/0001213900-26-048002-index.htm
TE-WT,30,8-K,2026-04-27T16:24:53-04:00,156,https://www.sec.gov/Archives/edgar/data/1992243/000121390026048030/0001213900-26-048030-index.htm
QRED-UN,29,8-K,2026-04-27T16:56:39-04:00,124,https://www.sec.gov/Archives/edgar/data/2085177/000182912626003988/0001829126-26-003988-index.htm
SLMBP,29,8-K,2026-04-27T16:46:01-04:00,134,https://www.sec.gov/Archives/edgar/data/1032033/000103203326000028/0001032033-26-000028-index.htm
FGBIP,29,8-K,2026-04-27T16:30:17-04:00,150,https://www.sec.gov/Archives/edgar/data/1408534/000140853426000030/0001408534-26-000030-index.htm
CDR-PB,29,8-K,2026-04-27T16:22:01-04:00,158,https://www.sec.gov/Archives/edgar/data/761648/000076164826000012/0000761648-26-000012-index.htm
OAK-PB,29,8-K,2026-04-27T16:17:05-04:00,163,https://www.sec.gov/Archives/edgar/data/1403528/000140352826000019/0001403528-26-000019-index.htm
XOMAP,29,8-K/A,2026-04-27T16:01:19-04:00,179,https://www.sec.gov/Archives/edgar/data/791908/000119312526181885/0001193125-26-181885-index.htm
CSV,27,S-3,2026-04-27T17:15:28-04:00,105,https://www.sec.gov/Archives/edgar/data/1016281/000110465926049519/0001104659-26-049519-index.htm
LFWD,27,S-3,2026-04-27T17:00:39-04:00,120,https://www.sec.gov/Archives/edgar/data/1607962/000117891326002253/0001178913-26-002253-index.htm
OPAD,27,S-3,2026-04-27T16:51:59-04:00,128,https://www.sec.gov/Archives/edgar/data/1825024/000119312526182312/0001193125-26-182312-index.htm
TNET,27,S-3,2026-04-27T16:50:48-04:00,130,https://www.sec.gov/Archives/edgar/data/937098/000093709826000027/0000937098-26-000027-index.htm
VOR,27,S-3,2026-04-27T16:11:40-04:00,169,https://www.sec.gov/Archives/edgar/data/1817229/000119312526182106/0001193125-26-182106-index.htm
RACE,26,6-K,2026-04-27T13:50:19-04:00,310,https://www.sec.gov/Archives/edgar/data/1648416/000164841626000057/0001648416-26-000057-index.htm
VEON,26,6-K,2026-04-27T13:42:09-04:00,318,https://www.sec.gov/Archives/edgar/data/1468091/000146809126000021/0001468091-26-000021-index.htm
LLOBF,26,6-K,2026-04-27T13:38:07-04:00,322,https://www.sec.gov/Archives/edgar/data/1160106/000165495426003953/0001654954-26-003953-index.htm
HITI,26,6-K,2026-04-27T13:20:34-04:00,340,https://www.sec.gov/Archives/edgar/data/1847409/000127956926000350/0001279569-26-000350-index.htm
UBXG,26,6-K,2026-04-27T13:07:48-04:00,353,https://www.sec.gov/Archives/edgar/data/1888525/000121390026047908/0001213900-26-047908-index.htm
GPUS-PD,25,S-3,2026-04-27T16:39:35-04:00,141,https://www.sec.gov/Archives/edgar/data/896493/000121465926005133/0001214659-26-005133-index.htm
RVMD,24,DEF 14A,2026-04-27T17:30:45-04:00,90,https://www.sec.gov/Archives/edgar/data/1628171/000119312526182453/0001193125-26-182453-index.htm
GAME,24,DEF 14A,2026-04-27T17:29:07-04:00,91,https://www.sec.gov/Archives/edgar/data/1714562/000149315226019197/0001493152-26-019197-index.htm
PNBK,24,DEF 14A,2026-04-27T17:22:15-04:00,98,https://www.sec.gov/Archives/edgar/data/1098146/000114036126017156/0001140361-26-017156-index.htm
FUSE,24,DEF 14A,2026-04-27T17:15:26-04:00,105,https://www.sec.gov/Archives/edgar/data/2033383/000149315226019179/0001493152-26-019179-index.htm
ABEO,24,DEF 14A,2026-04-27T16:30:39-04:00,150,https://www.sec.gov/Archives/edgar/data/318306/000149315226019153/0001493152-26-019153-index.htm
SER,24,DEF 14A,2026-04-27T16:24:05-04:00,156,https://www.sec.gov/Archives/edgar/data/1708599/000170859926000029/0001708599-26-000029-index.htm
OCFC,24,DEF 14A,2026-04-27T16:20:34-04:00,160,https://www.sec.gov/Archives/edgar/data/1004702/000130817926000348/0001308179-26-000348-index.htm
SCYX,24,DEF 14A,2026-04-27T16:18:49-04:00,162,https://www.sec.gov/Archives/edgar/data/1178253/000114036126017112/0001140361-26-017112-index.htm
TGT,24,DEF 14A,2026-04-27T16:16:29-04:00,164,https://www.sec.gov/Archives/edgar/data/27419/000162828026027508/0001628280-26-027508-index.htm
MEHA,24,DEF 14A,2026-04-27T16:15:38-04:00,165,https://www.sec.gov/Archives/edgar/data/1837254/000121390026048022/0001213900-26-048022-index.htm
GOVX,24,DEF 14A,2026-04-27T16:10:58-04:00,169,https://www.sec.gov/Archives/edgar/data/832489/000143774926013468/0001437749-26-013468-index.htm
ARMP,24,DEF 14A,2026-04-27T16:10:22-04:00,170,https://www.sec.gov/Archives/edgar/data/921114/000110465926049437/0001104659-26-049437-index.htm
BMEA,24,DEF 14A,2026-04-27T16:08:19-04:00,172,https://www.sec.gov/Archives/edgar/data/1840439/000119312526182080/0001193125-26-182080-index.htm
ACON,24,DEF 14A,2026-04-27T16:05:13-04:00,175,https://www.sec.gov/Archives/edgar/data/1635077/000168316826003236/0001683168-26-003236-index.htm
IPWR,24,DEF 14A,2026-04-27T16:05:31-04:00,175,https://www.sec.gov/Archives/edgar/data/1507957/000143774926013466/0001437749-26-013466-index.htm
BNS,23,424B2,2026-04-27T17:27:16-04:00,93,https://www.sec.gov/Archives/edgar/data/9631/000183988226021339/0001839882-26-021339-index.htm
GSCE,23,424B2,2026-04-27T17:24:21-04:00,96,https://www.sec.gov/Archives/edgar/data/886982/000119312526182435/0001193125-26-182435-index.htm
ORKA,23,424B5,2026-04-27T17:22:42-04:00,98,https://www.sec.gov/Archives/edgar/data/907654/000121390026048100/0001213900-26-048100-index.htm
RNXT,23,424B3,2026-04-27T17:20:10-04:00,100,https://www.sec.gov/Archives/edgar/data/1574094/000149315226019183/0001493152-26-019183-index.htm
NTLA,23,424B5,2026-04-27T17:19:08-04:00,101,https://www.sec.gov/Archives/edgar/data/1652130/000119312526182419/0001193125-26-182419-index.htm
RYLBF,23,424B2,2026-04-27T17:14:13-04:00,106,https://www.sec.gov/Archives/edgar/data/1000275/000095010326006231/0000950103-26-006231-index.htm
VYLD,23,424B2,2026-04-27T17:12:20-04:00,108,https://www.sec.gov/Archives/edgar/data/19617/000121390026048080/0001213900-26-048080-index.htm
XE,23,424B4,2026-04-27T17:11:47-04:00,109,https://www.sec.gov/Archives/edgar/data/2088896/000110465926049515/0001104659-26-049515-index.htm
JJETF,23,424B2,2026-04-27T16:54:01-04:00,126,https://www.sec.gov/Archives/edgar/data/312070/000191870426010842/0001918704-26-010842-index.htm
IFED,23,424B2,2026-04-27T16:48:39-04:00,132,https://www.sec.gov/Archives/edgar/data/1114446/000183988226021328/0001839882-26-021328-index.htm
SMTK,23,424B3,2026-04-27T16:31:44-04:00,149,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/0001104659-26-049463-index.htm
BNZI,23,424B3,2026-04-27T16:15:30-04:00,165,https://www.sec.gov/Archives/edgar/data/1826011/000149315226019139/0001493152-26-019139-index.htm
BULL,23,424B3,2026-04-27T16:12:11-04:00,168,https://www.sec.gov/Archives/edgar/data/1866364/000121390026048019/0001213900-26-048019-index.htm
INDO,23,424B5,2026-04-27T16:05:40-04:00,175,https://www.sec.gov/Archives/edgar/data/1757840/000149315226019124/0001493152-26-019124-index.htm
NHS,22,4,2026-04-27T18:48:38-04:00,12,https://www.sec.gov/Archives/edgar/data/1487610/000089843226000297/0000898432-26-000297-index.htm
VINP,22,4,2026-04-27T18:42:32-04:00,18,https://www.sec.gov/Archives/edgar/data/1826286/000095010326006239/0000950103-26-006239-index.htm
CVGW,22,4,2026-04-27T18:39:43-04:00,21,https://www.sec.gov/Archives/edgar/data/1133470/000125085326000009/0001250853-26-000009-index.htm
GGG,22,4,2026-04-27T18:34:52-04:00,26,https://www.sec.gov/Archives/edgar/data/42888/000004288826000103/0000042888-26-000103-index.htm
AAPL,22,4,2026-04-27T18:30:44-04:00,30,https://www.sec.gov/Archives/edgar/data/320193/000114036126017175/0001140361-26-017175-index.htm
JBHT,22,4,2026-04-27T18:24:15-04:00,36,https://www.sec.gov/Archives/edgar/data/728535/000118325426000003/0001183254-26-000003-index.htm
JNJ,22,4,2026-04-27T18:23:40-04:00,37,https://www.sec.gov/Archives/edgar/data/200406/000020040626000113/0000200406-26-000113-index.htm
DYN,22,4,2026-04-27T18:15:33-04:00,45,https://www.sec.gov/Archives/edgar/data/1818794/000157701426000004/0001577014-26-000004-index.htm
SPWR,22,4,2026-04-27T18:08:14-04:00,52,https://www.sec.gov/Archives/edgar/data/1838987/000121390026048125/0001213900-26-048125-index.htm
C-PR,22,424B2,2026-04-27T17:29:16-04:00,91,https://www.sec.gov/Archives/edgar/data/831001/000191870426010850/0001918704-26-010850-index.htm
DUKR,22,S-1,2026-04-27T17:29:13-04:00,91,https://www.sec.gov/Archives/edgar/data/1638911/000121390026048102/0001213900-26-048102-index.htm
MOBX,22,S-1,2026-04-27T17:18:30-04:00,102,https://www.sec.gov/Archives/edgar/data/1855467/000149315226019180/0001493152-26-019180-index.htm
DBRG-PJ,22,DEF 14A,2026-04-27T17:01:10-04:00,119,https://www.sec.gov/Archives/edgar/data/1679688/000110465926049502/0001104659-26-049502-index.htm
EVTV,22,S-1,2026-04-27T16:59:27-04:00,121,https://www.sec.gov/Archives/edgar/data/1563568/000143774926013504/0001437749-26-013504-index.htm
TRWD,22,S-1,2026-04-27T16:52:31-04:00,128,https://www.sec.gov/Archives/edgar/data/1916558/000107997326000542/0001079973-26-000542-index.htm
MOBI,22,S-1,2026-04-27T16:48:23-04:00,132,https://www.sec.gov/Archives/edgar/data/1489993/000162828026027560/0001628280-26-027560-index.htm
BGMSP,22,DEF 14A,2026-04-27T16:38:16-04:00,142,https://www.sec.gov/Archives/edgar/data/1130166/000149315226019158/0001493152-26-019158-index.htm
CXAI,22,PRE 14A,2026-04-27T16:31:08-04:00,149,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/0001829126-26-003985-index.htm
AZTR,22,PRE 14A,2026-04-27T16:30:37-04:00,150,https://www.sec.gov/Archives/edgar/data/1701478/000149315226019154/0001493152-26-019154-index.htm
CAPS,22,PRE 14A,2026-04-27T16:30:19-04:00,150,https://www.sec.gov/Archives/edgar/data/887151/000143774926013477/0001437749-26-013477-index.htm
SURG,22,PRE 14A,2026-04-27T16:30:39-04:00,150,https://www.sec.gov/Archives/edgar/data/1392694/000149315226019152/0001493152-26-019152-index.htm
CAII,22,S-1,2026-04-27T16:27:39-04:00,153,https://www.sec.gov/Archives/edgar/data/2115404/000121390026048032/0001213900-26-048032-index.htm
SNYNF,22,6-K,2026-04-27T12:58:10-04:00,362,https://www.sec.gov/Archives/edgar/data/1121404/000119312526180848/0001193125-26-180848-index.htm
RYDAF,22,6-K,2026-04-27T12:03:30-04:00,417,https://www.sec.gov/Archives/edgar/data/1306965/000117184326002729/0001171843-26-002729-index.htm
POET,22,6-K,2026-04-27T11:45:59-04:00,434,https://www.sec.gov/Archives/edgar/data/1437424/000117184326002726/0001171843-26-002726-index.htm
RLXXF,22,6-K,2026-04-27T11:46:52-04:00,434,https://www.sec.gov/Archives/edgar/data/929869/000092986926000035/0000929869-26-000035-index.htm
ICHGF,22,6-K,2026-04-27T11:33:05-04:00,447,https://www.sec.gov/Archives/edgar/data/858446/000165495426003950/0001654954-26-003950-index.htm
CINT,22,6-K,2026-04-27T10:19:37-04:00,521,https://www.sec.gov/Archives/edgar/data/1868995/000129281426002535/0001292814-26-002535-index.htm
CCEP,22,6-K,2026-04-27T10:18:05-04:00,522,https://www.sec.gov/Archives/edgar/data/1650107/000165010726000057/0001650107-26-000057-index.htm
MPU,22,6-K,2026-04-27T09:40:01-04:00,560,https://www.sec.gov/Archives/edgar/data/1953021/000121390026047798/0001213900-26-047798-index.htm
PLRZ,22,6-K,2026-04-27T09:29:14-04:00,571,https://www.sec.gov/Archives/edgar/data/1893645/000121390026047794/0001213900-26-047794-index.htm
TUYA,22,6-K,2026-04-27T09:17:32-04:00,583,https://www.sec.gov/Archives/edgar/data/1829118/000110465926049115/0001104659-26-049115-index.htm
NFGC,22,6-K,2026-04-27T09:13:16-04:00,587,https://www.sec.gov/Archives/edgar/data/1840616/000110465926049104/0001104659-26-049104-index.htm
VMAR,22,6-K,2026-04-27T09:04:59-04:00,595,https://www.sec.gov/Archives/edgar/data/1813783/000110465926049094/0001104659-26-049094-index.htm
DRTS,22,6-K,2026-04-27T09:00:01-04:00,600,https://www.sec.gov/Archives/edgar/data/1871321/000121390026047783/0001213900-26-047783-index.htm
EUDA,22,6-K,2026-04-27T09:00:03-04:00,600,https://www.sec.gov/Archives/edgar/data/1847846/000149315226019083/0001493152-26-019083-index.htm
RPGL,22,6-K,2026-04-27T09:00:16-04:00,600,https://www.sec.gov/Archives/edgar/data/1912884/000121390026047784/0001213900-26-047784-index.htm
HUYA,22,6-K,2026-04-27T08:46:46-04:00,614,https://www.sec.gov/Archives/edgar/data/1728190/000110465926049077/0001104659-26-049077-index.htm
MAXN,22,6-K,2026-04-27T08:43:12-04:00,617,https://www.sec.gov/Archives/edgar/data/1796898/000119312526179237/0001193125-26-179237-index.htm
REAX,22,6-K,2026-04-27T08:31:58-04:00,628,https://www.sec.gov/Archives/edgar/data/1862461/000110465926049066/0001104659-26-049066-index.htm
KZIA,22,6-K,2026-04-27T08:30:33-04:00,630,https://www.sec.gov/Archives/edgar/data/1075880/000121390026047770/0001213900-26-047770-index.htm
LRHC,22,8-K/A,2026-04-27T08:30:14-04:00,630,https://www.sec.gov/Archives/edgar/data/1879403/000121390026047768/0001213900-26-047768-index.htm
SLMT,22,6-K,2026-04-27T08:30:01-04:00,630,https://www.sec.gov/Archives/edgar/data/1939965/000121390026047767/0001213900-26-047767-index.htm
TURB,22,6-K,2026-04-27T08:30:05-04:00,630,https://www.sec.gov/Archives/edgar/data/1963439/000121390026047769/0001213900-26-047769-index.htm
APLM,22,6-K,2026-04-27T08:20:01-04:00,640,https://www.sec.gov/Archives/edgar/data/1944885/000119312526179094/0001193125-26-179094-index.htm
GLAXF,22,6-K,2026-04-27T08:13:11-04:00,647,https://www.sec.gov/Archives/edgar/data/1131399/000165495426003947/0001654954-26-003947-index.htm
EVAX,22,6-K,2026-04-27T08:10:07-04:00,650,https://www.sec.gov/Archives/edgar/data/1828253/000117184326002722/0001171843-26-002722-index.htm
RDHL,22,6-K,2026-04-27T08:04:19-04:00,656,https://www.sec.gov/Archives/edgar/data/1553846/000117891326002231/0001178913-26-002231-index.htm
MSOGF,22,6-K,2026-04-27T08:00:57-04:00,659,https://www.sec.gov/Archives/edgar/data/1815846/000110465926049046/0001104659-26-049046-index.htm
KEP,22,6-K,2026-04-27T07:57:30-04:00,663,https://www.sec.gov/Archives/edgar/data/887225/000119312526178954/0001193125-26-178954-index.htm
RYAOF,22,6-K,2026-04-27T07:56:35-04:00,664,https://www.sec.gov/Archives/edgar/data/1038683/000165495426003945/0001654954-26-003945-index.htm
CMND,22,6-K,2026-04-27T07:45:10-04:00,675,https://www.sec.gov/Archives/edgar/data/1892500/000121390026047736/0001213900-26-047736-index.htm
BAK,22,6-K,2026-04-27T07:44:53-04:00,676,https://www.sec.gov/Archives/edgar/data/1071438/000129281426002533/0001292814-26-002533-index.htm
YAAS,22,6-K,2026-04-27T07:38:08-04:00,682,https://www.sec.gov/Archives/edgar/data/1964946/000149315226019058/0001493152-26-019058-index.htm
IPX,22,6-K,2026-04-27T07:32:42-04:00,688,https://www.sec.gov/Archives/edgar/data/1898601/000114036126016841/0001140361-26-016841-index.htm
USAS,22,6-K,2026-04-27T07:23:39-04:00,697,https://www.sec.gov/Archives/edgar/data/1286973/000106299326002149/0001062993-26-002149-index.htm
NONOF,22,6-K,2026-04-27T07:21:33-04:00,699,https://www.sec.gov/Archives/edgar/data/353278/000117184326002719/0001171843-26-002719-index.htm
IAG,22,6-K,2026-04-27T07:18:22-04:00,702,https://www.sec.gov/Archives/edgar/data/1203464/000106299326002147/0001062993-26-002147-index.htm
SPHIF,22,6-K,2026-04-27T07:17:53-04:00,703,https://www.sec.gov/Archives/edgar/data/1995306/000110465926049005/0001104659-26-049005-index.htm
PPBT,22,6-K,2026-04-27T07:15:16-04:00,705,https://www.sec.gov/Archives/edgar/data/1614744/000121390026047709/0001213900-26-047709-index.htm
WEIBF,22,6-K,2026-04-27T07:15:37-04:00,705,https://www.sec.gov/Archives/edgar/data/1595761/000110465926049003/0001104659-26-049003-index.htm
SHMD,22,6-K,2026-04-27T07:12:50-04:00,708,https://www.sec.gov/Archives/edgar/data/1987240/000110465926048999/0001104659-26-048999-index.htm
HSIGF,22,6-K,2026-04-27T07:02:25-04:00,718,https://www.sec.gov/Archives/edgar/data/1861737/000110465926048977/0001104659-26-048977-index.htm
BAC-PS,21,424B2,2026-04-27T17:25:04-04:00,95,https://www.sec.gov/Archives/edgar/data/70858/000191870426010849/0001918704-26-010849-index.htm
TDBCP,21,424B2,2026-04-27T16:57:08-04:00,123,https://www.sec.gov/Archives/edgar/data/947263/000114036126017147/0001140361-26-017147-index.htm
ULYX,20,SC TO-T,2026-04-27T08:00:59-04:00,659,https://www.sec.gov/Archives/edgar/data/1603652/000119312526178999/0001193125-26-178999-index.htm
EMYB,19,DEF 14A,2026-04-27T15:06:12-04:00,234,https://www.sec.gov/Archives/edgar/data/1449794/000144979426000005/0001449794-26-000005-index.htm
DWTX,19,DEF 14A,2026-04-27T14:30:08-04:00,270,https://www.sec.gov/Archives/edgar/data/1818844/000110465926049277/0001104659-26-049277-index.htm
STK,19,DEF 14A,2026-04-27T14:07:40-04:00,293,https://www.sec.gov/Archives/edgar/data/1471420/000119312526181404/0001193125-26-181404-index.htm
ELA,19,DEF 14A,2026-04-27T13:10:57-04:00,349,https://www.sec.gov/Archives/edgar/data/701719/000070171926000010/0000701719-26-000010-index.htm
NVNXF,19,6-K,2026-04-27T06:54:10-04:00,726,https://www.sec.gov/Archives/edgar/data/1859795/000119312526178790/0001193125-26-178790-index.htm
BEKE,19,6-K,2026-04-27T06:51:04-04:00,729,https://www.sec.gov/Archives/edgar/data/1809587/000110465926048952/0001104659-26-048952-index.htm
SNNUF,19,6-K,2026-04-27T06:37:11-04:00,743,https://www.sec.gov/Archives/edgar/data/845982/000165495426003938/0001654954-26-003938-index.htm
ITRN,19,6-K,2026-04-27T06:31:40-04:00,749,https://www.sec.gov/Archives/edgar/data/1337117/000117891326002226/0001178913-26-002226-index.htm
AZN,19,6-K,2026-04-27T06:29:18-04:00,751,https://www.sec.gov/Archives/edgar/data/901832/000165495426003936/0001654954-26-003936-index.htm
PRNAF,19,6-K,2026-04-27T06:21:53-04:00,759,https://www.sec.gov/Archives/edgar/data/1131343/000143774926013364/0001437749-26-013364-index.htm
CPAC,19,6-K,2026-04-27T06:18:49-04:00,762,https://www.sec.gov/Archives/edgar/data/1221029/000121390026047697/0001213900-26-047697-index.htm
HLNCF,19,6-K,2026-04-27T06:16:53-04:00,764,https://www.sec.gov/Archives/edgar/data/1900304/000165495426003933/0001654954-26-003933-index.htm
CXMSF,19,6-K,2026-04-27T06:10:16-04:00,770,https://www.sec.gov/Archives/edgar/data/1076378/000119312526178732/0001193125-26-178732-index.htm
HBNB,19,6-K,2026-04-27T06:10:28-04:00,770,https://www.sec.gov/Archives/edgar/data/2054507/000121390026047692/0001213900-26-047692-index.htm
MRT,19,6-K,2026-04-27T06:08:56-04:00,771,https://www.sec.gov/Archives/edgar/data/1852767/000121390026047690/0001213900-26-047690-index.htm
PUKPF,19,6-K,2026-04-27T06:09:19-04:00,771,https://www.sec.gov/Archives/edgar/data/1116578/000165495426003931/0001654954-26-003931-index.htm
ORXCF,19,6-K,2026-04-27T06:04:46-04:00,776,https://www.sec.gov/Archives/edgar/data/1070304/000119312526178712/0001193125-26-178712-index.htm
SKM,19,6-K,2026-04-27T06:03:57-04:00,776,https://www.sec.gov/Archives/edgar/data/1015650/000119312526178706/0001193125-26-178706-index.htm
BZ,19,6-K,2026-04-27T06:03:25-04:00,777,https://www.sec.gov/Archives/edgar/data/1842827/000110465926048831/0001104659-26-048831-index.htm
TSEM,19,6-K,2026-04-27T06:02:04-04:00,778,https://www.sec.gov/Archives/edgar/data/928876/000117891326002220/0001178913-26-002220-index.htm
ZHIHF,19,6-K,2026-04-27T06:02:30-04:00,778,https://www.sec.gov/Archives/edgar/data/1835724/000110465926048825/0001104659-26-048825-index.htm
CHT,19,6-K,2026-04-27T06:01:50-04:00,779,https://www.sec.gov/Archives/edgar/data/1132924/000119312526178702/0001193125-26-178702-index.htm
LAAOF,19,6-K,2026-04-27T06:01:08-04:00,779,https://www.sec.gov/Archives/edgar/data/1791706/000110465926048817/0001104659-26-048817-index.htm
INDP,19,8-K/A,2026-04-24T17:00:45-04:00,4440,https://www.sec.gov/Archives/edgar/data/1857044/000149315226018954/0001493152-26-018954-index.htm
ANABV,19,8-K/A,2026-04-24T16:17:16-04:00,4483,https://www.sec.gov/Archives/edgar/data/1370053/000119312526177317/0001193125-26-177317-index.htm
NVCR,19,8-K/A,2026-04-24T16:08:39-04:00,4492,https://www.sec.gov/Archives/edgar/data/1645113/000164511326000038/0001645113-26-000038-index.htm
PGC,19,8-K/A,2026-04-24T15:22:47-04:00,4538,https://www.sec.gov/Archives/edgar/data/1050743/000119312526176900/0001193125-26-176900-index.htm
BIRD,19,8-K/A,2026-04-23T21:22:49-04:00,5618,https://www.sec.gov/Archives/edgar/data/1653909/000119312526174460/0001193125-26-174460-index.htm
THRM,19,8-K/A,2026-04-23T17:02:40-04:00,5878,https://www.sec.gov/Archives/edgar/data/903129/000119312526173969/0001193125-26-173969-index.htm
PEG,19,8-K/A,2026-04-23T16:31:09-04:00,5909,https://www.sec.gov/Archives/edgar/data/788784/000119312526173838/0001193125-26-173838-index.htm
CABO,19,8-K/A,2026-04-23T16:15:14-04:00,5925,https://www.sec.gov/Archives/edgar/data/1632127/000163212726000018/0001632127-26-000018-index.htm
NRUC,18,424B3,2026-04-27T14:48:15-04:00,252,https://www.sec.gov/Archives/edgar/data/70502/000007050226000332/0000070502-26-000332-index.htm
PDSB,18,S-3,2026-04-27T11:51:40-04:00,429,https://www.sec.gov/Archives/edgar/data/1472091/000114036126016756/0001140361-26-016756-index.htm
FAST,17,4,2026-04-27T17:58:50-04:00,62,https://www.sec.gov/Archives/edgar/data/815556/000145470826000004/0001454708-26-000004-index.htm
PNRG,17,4,2026-04-27T17:53:38-04:00,67,https://www.sec.gov/Archives/edgar/data/56868/000143774926013518/0001437749-26-013518-index.htm
WBTN,17,4,2026-04-27T17:52:17-04:00,68,https://www.sec.gov/Archives/edgar/data/1997859/000202720126000010/0002027201-26-000010-index.htm
MHH,17,4,2026-04-27T17:50:19-04:00,70,https://www.sec.gov/Archives/edgar/data/1437226/000119312526182516/0001193125-26-182516-index.htm
SRTA,17,4,2026-04-27T17:47:07-04:00,73,https://www.sec.gov/Archives/edgar/data/1779128/000162828026027661/0001628280-26-027661-index.htm
MDAI,17,4,2026-04-27T17:40:04-04:00,80,https://www.sec.gov/Archives/edgar/data/1833498/000121390026048115/0001213900-26-048115-index.htm
ESTA,17,4,2026-04-27T17:38:39-04:00,82,https://www.sec.gov/Archives/edgar/data/1688757/000174242926000015/0001742429-26-000015-index.htm
ABT,17,4,2026-04-27T17:34:47-04:00,86,https://www.sec.gov/Archives/edgar/data/1800/000180509926000006/0001805099-26-000006-index.htm
EIX,17,4,2026-04-27T17:33:31-04:00,87,https://www.sec.gov/Archives/edgar/data/827052/000170727026000005/0001707270-26-000005-index.htm
