report_date,category,classification,product_type,firm,state,reason,voluntary,product_description,status,captured_at
20260401,food,Class I,Food,Nuts.com Inc.,NJ,Undeclared Allergen - Wheat and Soy (from Soy Lecithin). The ingredient statement and allergen information do not include wheat or soy.,Voluntary: Firm initiated,"Nuts.com, Espresso Malted Milk Balls, 1 lb. sealed pouch & 20 lb. clear poly bag in Nuts.com cardboard box . Packages are only sold individually .",Ongoing,2026-04-27T23:09:58Z
20260401,food,Class II,Food,Pacific Coast Fresh CO,OR,Foreign material (aluminum pieces).,Voluntary: Firm initiated,King Harvest brand Spinach Hummus. Product is packed in 10oz plastic tubs with a clear film seal and a lid.  Keep Refrigerated - Handcrafted in Portland OR kingharvesthummus.com.  Spinach Hummus 10 oz. UPC 025726 311087,Ongoing,2026-04-27T23:09:58Z
20260401,food,Class II,Food,Pacific Coast Fresh CO,OR,Foreign material (aluminum pieces).,Voluntary: Firm initiated,King Harvest brand Sundried Tomato Hummus. Product is packed in 10oz plastic tubs with a clear film seal and a lid.  Keep Refrigerated - Handcrafted in Portland OR kingharvesthummus.com.  Sundried Tomato Hummus 10 oz. UPC 025726 311186.,Ongoing,2026-04-27T23:09:58Z
20260401,food,Class II,Food,Herbal Creations USA,CA,Bulk packaged dietary ingredient manufacturer product label does not declare Milk as an allergen ingredient.,Voluntary: Firm initiated,Bulk packaged Colustrum Powder. packaged with generic product label.,Ongoing,2026-04-27T23:09:58Z
20260401,food,Class II,Food,"American Laboratories, LLC",NE,Potential Salmonella contamination.,Voluntary: Firm initiated,"Pepsin 1:10,000 Powder, 10 kg, Item #FTI-G0193-00, American Laboratories 5036 South 33rd Street, Omaha, Nebraska 68107. Packed in double poly-lined cardboard drums or boxes.",Ongoing,2026-04-27T23:09:58Z
20260401,drug,Class II,Drugs,"Teva Pharmaceuticals USA, Inc",NJ,Lack of Assurance of Sterility: Quality system deficiencies identified during a routine U.S Food and Drug Administration (FDA) inspection at the contract manufacturer.,Voluntary: Firm initiated,"Octreotide Acetate for Injectable Suspension, for gluteal intramuscular use, 20 mg, Single-dose 8 mL vial, Rx only, Manufactured in Greece BY: Pharmathen International S.A, Rodopi, 693 00 Greece, Manufactured For: TEVA Pharmaceuticals, Pars",Ongoing,2026-04-27T23:09:58Z
20260401,drug,Class II,Drugs,"MACLEODS PHARMA USA, INC",NJ,Subpotent Drug,Voluntary: Firm initiated,"Levothyroxine Sodium Tablets USP 150 mcg, 1000 Tablets bottle, Rx Only, Manufactured for: Macleods Pharma USA, Inc., Princeton, NJ, Manufactured by: Macleods Pharmaceuticals Ltd., Sarigam, Valsad, Guajarat, INDIA NDC 33342-401-44",Ongoing,2026-04-27T23:09:58Z
20260401,drug,Class II,Drugs,"Teva Pharmaceuticals USA, Inc",NJ,Lack of Assurance of Sterility: Quality system deficiencies identified during a routine U.S Food and Drug Administration (FDA) inspection at the contract manufacturer.,Voluntary: Firm initiated,"Octreotide Acetate for Injectable Suspension, for gluteal intramuscular use, 10 mg, Single-dose 8 mL vial, Rx only, Manufactured in Greece BY: Pharmathen International S.A, Rodopi, 693 00 Greece, Manufactured For: TEVA Pharmaceuticals, Pars",Ongoing,2026-04-27T23:09:58Z
20260401,drug,Class II,Drugs,"Teva Pharmaceuticals USA, Inc",NJ,Lack of Assurance of Sterility: Quality system deficiencies identified during a routine U.S Food and Drug Administration (FDA) inspection at the contract manufacturer.,Voluntary: Firm initiated,"Octreotide Acetate for Injectable Suspension, for gluteal intramuscular use, 30 mg, Single-dose 8 mL vial, Rx only, Manufactured in Greece BY: Pharmathen International S.A, Rodopi, 693 00 Greece, Manufactured For: TEVA Pharmaceuticals, Pars",Ongoing,2026-04-27T23:09:58Z
20260401,drug,Class II,Drugs,Amerisource Health Services LLC,OH,Failed tablet specifications.,Voluntary: Firm initiated,"Meclizine Hydrochloride Tablets, USP 12.5 mg, (a) 50 Tablets [5 x 10] (NDC 60687-775-65) (b) 12.5 mg Individual Dose ( NDC 60687-775-11), Rx Only, Distributed by: American Health Packaging, Columbus, Ohio, 43217.",Ongoing,2026-04-27T23:09:58Z
20260401,drug,Class III,Drugs,Radnostix,ID,Failed Tablet/Capsule Specifications,Voluntary: Firm initiated,"Gelatin Capsule Pack for use with the Sodium Iodide I-131 Kit (containing 5 empty capsules and 5 Dibasic Sodium Phosphate Capsules 300 mg, International Isotopes Inc., Idaho Falls, ID 83401.  NDC: 69208-003-15; 69208-003-25; 69208-003-35",Ongoing,2026-04-27T23:09:58Z
20260401,drug,Class II,Drugs,"Chiesi USA, Inc.",NC,Lack of Assurance of Sterility,Voluntary: Firm initiated,"CUROSURF (poractant alfa), 240 mg, Intratracheal Suspension, 3L Single-dose-Vial, Rx only, Chiesi USA, Inc, Cary, NC 27518, NDC 10122-510-03.",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,"Orthalign, Inc",CA,"Drill plates manufactured out of specification can result in a bone cut in excess 00800""(2.8448mm)",Voluntary: Firm initiated,"Drill Plate, Ortho Dev. Trimax - Pegged, PREF Size 1 -5  REF:402566  component Lantern Knee System",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,"Orthalign, Inc",CA,"Drill plates manufactured out of specification can result in a bone cut in excess 00800""(2.8448mm)",Voluntary: Firm initiated,"Drill Plate, Ortho Dev. Trimax - Pegged, PREF Size 6-7  REF:402567  component Lantern Knee System",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"HCS - Headless Compression Screw System, Headless Compression Screw, Cannulated; Article Numbers: 31207-10, 31207-12, 31207-14, 31207-16, 31207-18, 31207-20, 31207-24, 31207-26, 31207-28, 31207-30, 31257-12, 31257-14, 31257-16, 31257-18, 31",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Philips Respironics, Inc.",PA,Using non-pneumatic nebulizers with Trilogy Evo Platform ventilators may result in a discrepancy between the set tidal volume and the tidal volume received by the patient.,Voluntary: Firm initiated,"Philips Respironics Trilogy Evo Universal, Software Version 1.05.15.00. Continuous home-use ventilator device.",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Philips Respironics, Inc.",PA,Using non-pneumatic nebulizers with Trilogy Evo Platform ventilators may result in a discrepancy between the set tidal volume and the tidal volume received by the patient.,Voluntary: Firm initiated,"Philips Respironics Trilogy EV300, Software Version 1.05.15.00. Continuous home-use ventilator device.",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"FLS - Foot Locking Plates System and HOL - Hallux Osteotomy Locking Plate with the below descriptions and corresponding article numbers.     1. FLS - Foot Locking Plates System, Cancellous Stabilization Screw; Article Numbers: 37303-10, 373",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,Erbe USA Inc,GA,Probes  may rupture/burst during activation,Voluntary: Firm initiated,"Flexible Cryoprobe (OD 1.1mm, L1.15mm) w/ oversheath (OD2.6mm, L817mm)  REF: 20402-401  STERILEEO.  For surgical use",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"Olecranonplate with Angular Stability with the below descriptions and corresponding article numbers.    1. Olecranon Hook Plate; Article Numbers: 21112-7, 21114-5, 21113-9.    2. Olecranon Plate; Article Numbers: 21111-6, 21111-8, 21111-12.",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class III,Devices,"Philips Ultrasound, Inc",PA,To provide clarification and labelling to define the useful life of ultrasound transducers in the field.,Voluntary: Firm initiated,Philips S5-2 Ultrasound Transducer,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"I.T.S. Screw System with the below descriptions and corresponding article numbers.     1. Cancellous Screw, Cannulated; Article Numbers: 31404-16, 31404-18, 31404-20, 31404-22, 31404-24, 31404-26, 31404-28, 31404-30, 31404-32, 31404-34, 314",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,Olympus identified that the Cutting Forceps contain components for which the supplier did not adequately validate the welding process. Defective welds can result in the Cutting Forceps' jaw breaking during clinical use.,Voluntary: Firm initiated,"Brand Name: Olympus PKS Cutting Forceps, 5mm 33cm  Product Name: PKS Cutting Forceps  Model/Catalog Number: 3005PK  Product Description: The PKS Cutting Forceps are intended to be passed through a 5mm cannula. Coagulation is achieved using ",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"HLS - Hand Locking Plates System with the below descriptions and corresponding article numbers.     1. Cortical Screw; Article Numbers: 32151-6, 32151-8, 32151-9, 32151-10, 32151-11, 32151-12, 32151-13, 32151-14, 32151-15, 32151-16, 32151-1",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"Distal Humeral Plates with Angular Stability with the below descriptions and corresponding article numbers.     1. Cortical Screw, Locking; Article Numbers: 37351-10-N, 37351-12-N, 37351-14-N, 37351-16-N, 37351-18-N, 37351-20-N, 37351-22-N,",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Merit Medical Systems, Inc.",UT,"16F dual-valved splittable sheath introducer due to a design defect, may not split as intended, which may result in hemorrhage, foreign bodies, procedure delay, embolization/thrombosis, impaired catheter function, loss of vessel for future ",Voluntary: Firm initiated,"CentrosFLO Hemodialysis Catheters, REF: CENFP15K/A, CENFP15K/B, CENFP17K/A, CENFP19K/A, CENFP23K/A, CENFP27K/A, CENFP31K/A, CENFT15K, CENFT15K/D, CENFT17K, CENFT17K/A, CENFT17K/D, CENFT19K, CENFT19K/A, CENFT19K/B, CENFT19K/D, CENFT23K, CENF",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,Erbe USA Inc,GA,Probes  may rupture/burst during activation,Voluntary: Firm initiated,"Flexible Cryoprobe (OD 2.4mm, L1.15mm)  REF: 20402-411. For surgical use",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"I.T.S. Straight Plate with Angular Stability with the below descriptions and corresponding article numbers.     1. Forearm Plate, Curved; Article Numbers: 21604-6, 21604-9.     2. Forearm Plate, Straight; Article Numbers: 21605-11, 21605-6,",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"Brand Name: I.T.S. Pelvic Reconstruction System (PRS RX & PRS Phoenix) with the below descriptions and corresponding article numbers.  1. Anterior Column Plate; Article Numbers: 21218-16, 21219-16.   2. Anterior Column Plate; Article Number",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,The MAJ-1443 and MAJ-1444 are no longer reprocessing compatible with the OER-Pro and OER-Elite automated endoscope reprocessors.,Voluntary: Firm initiated,Olympus Endoscope Suction Valve - MAJ-1443. Model Number: MAJ-1443.,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Merit Medical Systems, Inc.",UT,"16F dual-valved splittable sheath introducer due to a design defect, may not split as intended, which may result in hemorrhage, foreign bodies, procedure delay, embolization/thrombosis, impaired catheter function, loss of vessel for future ",Voluntary: Firm initiated,"ProGuide Chronic Dialysis Catheters, REF: DC01455550/C, DC21452419/C, DC21452419-NE5/C, DC21452823-NE5/C, DC21454035/C, DC21455550/C",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,Olympus identified that the Cutting Forceps contain components for which the supplier did not adequately validate the welding process. Defective welds can result in the Cutting Forceps' jaw breaking during clinical use.,Voluntary: Firm initiated,"Brand Name: Olympus PKS Cutting Forceps w/Cord, 5mm 24cm  Product Name: PKS Cutting Forceps  Model/Catalog Number: 920000PK  Product Description: The PKS Cutting Forceps are intended to be passed through a 5mm cannula. Coagulation is achiev",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class III,Devices,"Philips Ultrasound, Inc",PA,To provide clarification and labelling to define the useful life of ultrasound transducers in the field.,Voluntary: Firm initiated,Philips S4-1 Ultrasound Transducer,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,"GE Medical Systems, LLC",WI,There is a potential issue that can lead to discordance between the simulated needle trajectory/tip position and the actual needle trajectory/tip position.,Voluntary: Firm initiated,"Imactis CT-Navigation System, stereotaxic accessory for Computer Tomography (CT), systems, Model Numbers E85101LA and E85101LP",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Philips Respironics, Inc.",PA,Using non-pneumatic nebulizers with Trilogy Evo Platform ventilators may result in a discrepancy between the set tidal volume and the tidal volume received by the patient.,Voluntary: Firm initiated,"Philips Respironics Trilogy Evo O2, Software Version 1.05.15.00. Continuous home-use ventilator device.",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,The MAJ-1443 and MAJ-1444 are no longer reprocessing compatible with the OER-Pro and OER-Elite automated endoscope reprocessors.,Voluntary: Firm initiated,Olympus Endoscope Reprocessor OER-Pro. Model Number: N3058140.,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,"CareFusion 303, Inc.",CA,Due to product labeling not indicating which Transport Layer Security (TLS) version that must be enabled on hospital network to ensure secure Wi-Fi communication with Point-of-Care Units,Voluntary: Firm initiated,"BD Alaris"" System with Guardrails"" Suite MX with Point of Care Unit",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class III,Devices,"Philips Ultrasound, Inc",PA,To provide clarification and labelling to define the useful life of ultrasound transducers in the field.,Voluntary: Firm initiated,Philips X3-1 Ultrasound Transducer,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class III,Devices,"Philips Ultrasound, Inc",PA,To provide clarification and labelling to define the useful life of ultrasound transducers in the field.,Voluntary: Firm initiated,Philips OMNI II TEE Ultrasound Transducer,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,Olympus identified that the Cutting Forceps contain components for which the supplier did not adequately validate the welding process. Defective welds can result in the Cutting Forceps' jaw breaking during clinical use.,Voluntary: Firm initiated,"Brand Name: Olympus PK Cutting Forceps, 5mm 33cm  Product Name: PK Cutting Forceps  Model/Catalog Number: PK-CF0533  Product Description: An assembly of devices intended to generate and apply radio-frequency (RF) alternating current to soft",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"Three software defects (Pump Error 53, BG check, and Critical Pump Error (Open Book Image)) that occurred as a result of software updates (versions 6.60, 6.61, and 6.62), which could result in a risk of hypoglycemia or hyperglycemia due to ",Voluntary: Firm initiated,"MiniMed"" 780G - MMT-1884  MiniMed"" 780G - MMT-1886    With Software 6.60 and 6.61",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Waldemar Link GmbH & Co. KG (Mfg Site),,"The surgical technique for the Embrace Shoulder Instruments - Drill Tower has mixed-up article numbers in the overview of the instruments. However, the individual surgical steps described in the surgical technique are correct.",Voluntary: Firm initiated,"Embrace Drill Tower, Wedged (25mm);  Item Number: 645-081/62;",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Merit Medical Systems, Inc.",UT,"16F dual-valved splittable sheath introducer due to a design defect, may not split as intended, which may result in hemorrhage, foreign bodies, procedure delay, embolization/thrombosis, impaired catheter function, loss of vessel for future ",Voluntary: Firm initiated,"16F Dual Valved Splittable Sheath Introducer (bulk, non-sterile), REF: FCL-174-00/B",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,"Tandem Diabetes Care, Inc.",CA,"The Czech language user guide contained multiple translation errors.  The most significant error was that it incorrectly instructs users to verify that the infusion set is connected to the body, when it should instead direct users to confir",Voluntary: Firm initiated,"Tandem pumps are battery-operated infusion pumps capable of both basal and bolus delivery of insulin. The pumps utilize a motor-driven mechanism to deliver insulin from within a disposable cartridge, through an infusion set, into a patient ",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,The MAJ-1443 and MAJ-1444 are no longer reprocessing compatible with the OER-Pro and OER-Elite automated endoscope reprocessors.,Voluntary: Firm initiated,Olympus Endoscope Reprocessor OER-Elite. Model Number: N5789340.,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"I.T.S. LRS (Locking Reconstruction System) with the below descriptions and corresponding article numbers.     1. DFL (Distal Femur Locking) Distal Femur Plate; Article Numbers: 21301-5, 21301-7, 21301-9, 21301-13, 21302-5, 21302-7, 21302-9,",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class III,Devices,"Philips Ultrasound, Inc",PA,To provide clarification and labelling to define the useful life of ultrasound transducers in the field.,Voluntary: Firm initiated,Philips L17-5 Ultrasound Transducer,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Merit Medical Systems, Inc.",UT,"16F dual-valved splittable sheath introducer due to a design defect, may not split as intended, which may result in hemorrhage, foreign bodies, procedure delay, embolization/thrombosis, impaired catheter function, loss of vessel for future ",Voluntary: Firm initiated,"BioFlo DuraMax Catheter, REF: H965103028011/A, H965103028021/A, H965103028021/EU, H965103028031/A, H965103028031/EU, H965103028041/A, H965103028041/EU, H965103028051/A, H965103028051/EU, H965103028061/A, H965103028061/EU, H965103028070/A, H",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,Navajo Manufacturing Company,CO,"If heating pad is folded while in use, the power density increases in the folded area causing excessive temperatures, which can also be caused by placing pad under the body, then the high limit device is unable to sense the higher temperatu",Voluntary: Firm initiated,"Handy Solutions Neck & Shoulders Heating Pad, Number: 25607, Manufactured by Ninbo Unico Products Co., Ltd",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,The MAJ-1443 and MAJ-1444 are no longer reprocessing compatible with the OER-Pro and OER-Elite automated endoscope reprocessors.,Voluntary: Firm initiated,Olympus Endoscope Air/Water Valve - MAJ-1444. Model Number: MAJ-1444.,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Straumann USA LLC,MA,"A material mix-up had occurred during the manufacturing of Straumann¿ Custom Abutments. More specifically, a raw material bar of TAN-material (SAP #701924 / Lot 7130439) was incorrectly identified as a Titanium Bar Ti Gr4 D (SAP #701922 / L",Voluntary: Firm initiated,"Custom Abutment Ti, for Straumann RC, incl. TAN screw;  Catalog Number/Art.: 027.4620;",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"I.T.S. Fibula Plate PROlock with Angular Stability with the below descriptions and corresponding article numbers.     1. Distal Tubular Plate; Article Numbers: 21602-3, 21602-4, 21602-5, 21602-6, 21602-7, 21602-8, 21603-3, 21603-4, 21603-5,",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,"AMO Puerto Rico Manufacturing, Inc.",PR,Due to identifying a limited quantity of intraocular lenses that may have a haptic that sticks to the optic which prevents the lens from unfolding as consistently as expected.,Voluntary: Firm initiated,"Brand Name: TECNIS Eyhance IOL with TECNIS Simplicity"" Delivery System  Product Name: TECNIS Eyhance IOL with TECNIS Simplicity"" Delivery System  Model/Catalog Number: DIB00  Software Version: N/A  Product Description: The TECNIS SIMPLICITY",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Olympus Corporation of the Americas,PA,Olympus identified that the Cutting Forceps contain components for which the supplier did not adequately validate the welding process. Defective welds can result in the Cutting Forceps' jaw breaking during clinical use.,Voluntary: Firm initiated,"Brand Name: Olympus Everest Bipolar Cutting Forceps, 5 mm 33 cm  Product Name: Everest Bipolar Cutting Forceps  Model/Catalog Number: 3005  Product Description: The OLYMPUS Everest Bipolar Cutting Forceps are intended to be passed through a",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"Claviculaplate with Angular Stability, with the below descriptions and associated article numbers.     1. Anterior Clavicle Plate, Medial; Article Numbers: 21116-8, 21117-10, 21118-10.     2. Clavicle Plate; Article Numbers: 21121-6, 21121-",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class I,Devices,"Merit Medical Systems, Inc.",UT,"16F dual-valved splittable sheath introducer due to a design defect, may not split as intended, which may result in hemorrhage, foreign bodies, procedure delay, embolization/thrombosis, impaired catheter function, loss of vessel for future ",Voluntary: Firm initiated,"DuraMax Chronic Hemodialysis Catheter, REF: H787103028015/A, H787103028025/A, H787103028031/A, H787103028035/A, H787103028041/A, H787103028045/A, H787103028051/A, H787103028055/A, H787103028061/A, H787103028075/A, H787103028085/A, H78710302",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"Brand Name: Humeral Head Plate with Angular Stability, with the following description: Proximal Humeral Plate. Article Numbers: 211341-10, 211341-4, 211341-7, 21134-4, 21134-5, 21135-4, 21136-4, 21136-5, 21136-7, 21137-4, 21137-7, 21138-4, ",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class III,Devices,"Philips Ultrasound, Inc",PA,To provide clarification and labelling to define the useful life of ultrasound transducers in the field.,Voluntary: Firm initiated,Philips Mini Multi TEE Ultrasound Transducer,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class III,Devices,"Philips Ultrasound, Inc",PA,To provide clarification and labelling to define the useful life of ultrasound transducers in the field.,Voluntary: Firm initiated,Philips OMNI III TEE Ultrasound Transducer,Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,"I.T.S. DUL (Distal Ulna Locking) System and UOL (Ulna Osteotomy Locking) System with the below descriptions and corresponding article numbers.  1. I.T.S. DUL (Distal Ulna Locking) System, Distal Ulna Plate; Article Numbers: 21232-3, 21232-4",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Waldemar Link GmbH & Co. KG (Mfg Site),,"The surgical technique for the Embrace Shoulder Instruments - Drill Tower has mixed-up article numbers in the overview of the instruments. However, the individual surgical steps described in the surgical technique are correct.",Voluntary: Firm initiated,"Embrace Drill Tower, Standard/Lateral (25mm);  Item Number: 645-081/63;",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,Straumann USA LLC,MA,"A material mix-up had occurred during the manufacturing of Straumann¿ Custom Abutments. More specifically, a raw material bar of TAN-material (SAP #701924 / Lot 7130439) was incorrectly identified as a Titanium Bar Ti Gr4 D (SAP #701922 / L",Voluntary: Firm initiated,"Custom Abutment AS Ti, for Straumann RC, incl. TAN screw;  Catalog Number/Art.: 010.5438;",Ongoing,2026-04-27T23:09:58Z
20260401,device,Class II,Devices,I.T.S. GmbH,,Updated MRI safety testing demonstrates higher RF-induced temperature increases under certain MRI conditions than previously reflected in the Instructions for Use (IFU).,Voluntary: Firm initiated,FR.O.H. Calcaneus Repair System with the following description: Anterolateral Calcaneus Plate. Article Number: 21064-60.,Ongoing,2026-04-27T23:09:58Z
20260325,food,Class II,Food,"SAPUTO CHEESE USA, INC",WI,"Potentially under pasteurized. The firm was notified by the California Department of Agriculture that due to the broken seal on the pasteurizer, the products may be under pasteurized, and they should recall the products.",Voluntary: Firm initiated,"Great Value Fat Free Cottage Cheese Small Curd 0% Milkfat NET WT 24OZ UPC 0 78742 37339  3  DISTRIBUTED BY: Walmart Inc., Bentonville, AR 72716",Ongoing,2026-04-27T23:09:58Z
20260325,food,Class II,Food,Wawa Beverage Company,PA,Foreign plastic material discovered on fill line.,Voluntary: Firm initiated,Wawa Reduced Fat Milk 2% 16 oz (Pint),Terminated,2026-04-27T23:09:58Z
20260325,food,Class II,Food,"SAPUTO CHEESE USA, INC",WI,"Potentially under pasteurized. The firm was notified by the California Department of Agriculture that due to the broken seal on the pasteurizer, the products may be under pasteurized, and they should recall the products.",Voluntary: Firm initiated,"Great Value Lowfat Cottage Cheese Small Curd 2% Milkfat NET WT 24OZ UPC 0 78742 11673  0 DISTRIBUTED BY: Walmart Inc., Bentonville, AR 72716",Ongoing,2026-04-27T23:09:58Z
20260325,food,Class II,Food,BlueFrog Foods,GA,No process authority,Voluntary: Firm initiated,"GREENWAY FARMS of Georgia JALAPENO DILL PICKLES CHIPS Net Wt 16 fl oz (473 ml) UPC 8 57866 00506 5 Produced by: Greenway Farms of Georgia, LLC Roberta, GA Packed by Blue Frog Food, LLC for Green way Farms of Georgia, LLC 5875 Love St Austel",Ongoing,2026-04-27T23:09:58Z
20260325,food,Class II,Food,"SAPUTO CHEESE USA, INC",WI,"Potentially under pasteurized. The firm was notified by the California Department of Agriculture that due to the broken seal on the pasteurizer, the products may be under pasteurized, and they should recall the products.",Voluntary: Firm initiated,"Great Value Cottage Cheese Small Curd 4% Milkfat NET WT 16oZ UPC 0 78742 37235 8; 24oz UPC 0 78742 37236 5 & 3lb UPC 0 78742 14797 0 DISTRIBUTED BY: Walmart Inc., Bentonville, AR 72716",Ongoing,2026-04-27T23:09:58Z
20260325,food,Class III,Food,"Winder Laboratories, LLC",GA,Subpotent. During an FDA inspection it was discovered that the product was subpotent for Vitamin D.,Voluntary: Firm initiated,"Multivitamin with Fluoride Chewable Tablets Grape Flavor Rx NDC 75826-169-10 0.25 mg 100 TABLETS UPC 3 15826 16910 2; NDC 75826-171-10 1mg 100 TABLETS UPC 3 15826 17110 5 Manufactured by: WINDER LABORATORIES LLC Winder, GA 30680",Ongoing,2026-04-27T23:09:58Z
20260325,food,Class II,Food,Wawa Beverage Company,PA,Foreign plastic material discovered on fill line.,Voluntary: Firm initiated,"Wawa Double Dutch Chocolate Milk ,16 oz (Pint) Plastic bottle Store Refrigerated",Terminated,2026-04-27T23:09:58Z
20260325,food,Class I,Food,Dreamland Inc,WA,"Undeclared Sesame, Soy, Wheat",Voluntary: Firm initiated,"Dreamland's Zaatar Chickpea Salad is packaged in poly bags with a generic label which declares ""chickpeas, cumin, zataar, turmeric, dill, onion, garlic, parsley"". Dreamland distributed bulk cases (2/5lbs. bags per case) to Haggen store. Bul",Terminated,2026-04-27T23:09:58Z
